"","competition","trial","culture_conditions","Condition","Timepoint_hr","CFU_per_mL_total","mean_CFU_per_mL","log_mean_CFU_per_mL","sem_CFU_per_mL","log_sem_CFU_per_mL","fold_change","log_fold_change","mean_fold_change","mean_log_fold_change"
"147","Pa14_Kp","trial_4","spent","KPPR1_spent_Pa14","T0",3600000,3200000,6.50514997831991,167332.005306815,5.22357901567111,NA,NA,NA,NA
"148","Pa14_Kp","trial_4","co-culture","KPPR1_Pa14","T0",3800000,3640000,6.56110138364906,172046.505340853,5.23564585552947,NA,NA,NA,NA
"149","Pa14_Kp","trial_4","control","KPPR1_fresh_LB","T24",5.8e+09,2.64e+10,10.4216039268698,10684755495.5647,10.0287645884428,1705.88235294118,3.23194907652068,8500.93776641091,3.92946683680997
"150","Pa14_Kp","trial_4","spent","KPPR1_self_spent","T24",3.8e+08,219200000,8.34084054981233,65621947.5480574,7.81704911536462,135.714285714286,2.13262556527459,80.2875457875458,1.90464818269798
"151","Pa14_Kp","trial_4","spent","KPPR1_spent_Pa14","T24",2.8e+07,16280000,7.21165440055318,8440284.3553994,6.92635707836743,7.77777777777778,0.890855530574932,4.64190476190476,0.666696225778767
"152","Pa14_Kp","trial_4","co-culture","KPPR1_Pa14","T24",1.6e+08,2.1e+08,8.32221929473392,44497190.922574,7.64833259513077,42.1052631578947,1.62433638603911,58.3713450292398,1.76619970071202
"153","Pa14_Kp","trial_5","control","KPPR1_fresh_LB","T0",2800000,3440000,6.53655844257153,312409.987036266,5.49472490883335,NA,NA,NA,NA
"154","Pa14_Kp","trial_5","spent","KPPR1_self_spent","T0",2800000,2760000,6.44090908206522,132664.991614216,5.12275633390707,NA,NA,NA,NA
"155","Pa14_Kp","trial_5","spent","KPPR1_spent_Pa14","T0",2800000,3200000,6.50514997831991,167332.005306815,5.22357901567111,NA,NA,NA,NA
"156","Pa14_Kp","trial_5","co-culture","KPPR1_Pa14","T0",3600000,3640000,6.56110138364906,172046.505340853,5.23564585552947,NA,NA,NA,NA
"157","Pa14_Kp","trial_5","control","KPPR1_fresh_LB","T24",5.6e+10,2.64e+10,10.4216039268698,10684755495.5647,10.0287645884428,20000,4.30102999566398,8500.93776641091,3.92946683680997
"158","Pa14_Kp","trial_5","spent","KPPR1_self_spent","T24",2e+08,219200000,8.34084054981233,65621947.5480574,7.81704911536462,71.4285714285714,1.85387196432176,80.2875457875458,1.90464818269798
"159","Pa14_Kp","trial_5","spent","KPPR1_spent_Pa14","T24",3200000,16280000,7.21165440055318,8440284.3553994,6.92635707836743,1.14285714285714,0.0579919469776867,4.64190476190476,0.666696225778767
"160","Pa14_Kp","trial_5","co-culture","KPPR1_Pa14","T24",2.8e+08,2.1e+08,8.32221929473392,44497190.922574,7.64833259513077,77.7777777777778,1.89085553057493,58.3713450292398,1.76619970071202
"161","Tn13F11_Kp","trial_1","control","KPPR1_fresh_LB","T0",3600000,18520000,7.26764098234592,14870857.4063502,7.17233600928266,NA,NA,NA,NA
"162","Tn13F11_Kp","trial_1","spent","KPPR1_self_spent","T0",3e+06,5680000,6.75434833571102,1212600.51129793,6.08371774702102,NA,NA,NA,NA
"163","Tn13F11_Kp","trial_1","spent","KPPR1_13F11_spent","T0",3e+06,4880000,6.68841982200271,962496.753241277,5.98339927319168,NA,NA,NA,NA
"164","Tn13F11_Kp","trial_1","co-culture","KPPR1_13F11","T0",2800000,3520000,6.54654266347813,611882.341631134,5.78666792003303,NA,NA,NA,NA
"165","Tn13F11_Kp","trial_1","control","KPPR1_fresh_LB","T24",3.8e+10,2.468e+10,10.3923451553612,7472509618.59535,9.87346648273443,10555.5555555556,4.02348109584952,6325.78754578755,3.80111460186337
"166","Tn13F11_Kp","trial_1","spent","KPPR1_self_spent","T24",7.8e+08,341600000,8.53351786201697,156546989.750682,8.19464472096451,260,2.41497334797082,92.3451652386781,1.96541416274185
"167","Tn13F11_Kp","trial_1","spent","KPPR1_13F11_spent","T24",6.2e+08,302400000,8.48058178682917,114715997.140765,8.0596239844708,206.666666666667,2.31527043477859,81.2056780428873,1.90958639693182
"168","Tn13F11_Kp","trial_1","co-culture","KPPR1_13F11","T24",1.4e+10,1.796e+10,10.2543063323313,7385770102.02728,9.86839578517593,5000,3.69897000433602,4690.44506691565,3.67121405400182
"169","Tn13F11_Kp","trial_2","control","KPPR1_fresh_LB","T0",3600000,18520000,7.26764098234592,14870857.4063502,7.17233600928266,NA,NA,NA,NA
"170","Tn13F11_Kp","trial_2","spent","KPPR1_self_spent","T0",3800000,5680000,6.75434833571102,1212600.51129793,6.08371774702102,NA,NA,NA,NA
"171","Tn13F11_Kp","trial_2","spent","KPPR1_13F11_spent","T0",4400000,4880000,6.68841982200271,962496.753241277,5.98339927319168,NA,NA,NA,NA
"172","Tn13F11_Kp","trial_2","co-culture","KPPR1_13F11","T0",1800000,3520000,6.54654266347813,611882.341631134,5.78666792003303,NA,NA,NA,NA
"173","Tn13F11_Kp","trial_2","control","KPPR1_fresh_LB","T24",5.2e+09,2.468e+10,10.3923451553612,7472509618.59535,9.87346648273443,1444.44444444444,3.15970084286751,6325.78754578755,3.80111460186337
"174","Tn13F11_Kp","trial_2","spent","KPPR1_self_spent","T24",1.4e+08,341600000,8.53351786201697,156546989.750682,8.19464472096451,36.8421052631579,1.56634443906143,92.3451652386781,1.96541416274185
"175","Tn13F11_Kp","trial_2","spent","KPPR1_13F11_spent","T24",2.8e+08,302400000,8.48058178682917,114715997.140765,8.0596239844708,63.6363636363636,1.80370535485603,81.2056780428873,1.90958639693182
"176","Tn13F11_Kp","trial_2","co-culture","KPPR1_13F11","T24",2.2e+09,1.796e+10,10.2543063323313,7385770102.02728,9.86839578517593,1222.22222222222,3.0871501757189,4690.44506691565,3.67121405400182
"177","Tn13F11_Kp","trial_3","control","KPPR1_fresh_LB","T0",3200000,18520000,7.26764098234592,14870857.4063502,7.17233600928266,NA,NA,NA,NA
"178","Tn13F11_Kp","trial_3","spent","KPPR1_self_spent","T0",4400000,5680000,6.75434833571102,1212600.51129793,6.08371774702102,NA,NA,NA,NA
"179","Tn13F11_Kp","trial_3","spent","KPPR1_13F11_spent","T0",4200000,4880000,6.68841982200271,962496.753241277,5.98339927319168,NA,NA,NA,NA
"180","Tn13F11_Kp","trial_3","co-culture","KPPR1_13F11","T0",3400000,3520000,6.54654266347813,611882.341631134,5.78666792003303,NA,NA,NA,NA
"181","Tn13F11_Kp","trial_3","control","KPPR1_fresh_LB","T24",3.2e+10,2.468e+10,10.3923451553612,7472509618.59535,9.87346648273443,10000,4,6325.78754578755,3.80111460186337
"182","Tn13F11_Kp","trial_3","spent","KPPR1_self_spent","T24",6.6e+08,341600000,8.53351786201697,156546989.750682,8.19464472096451,150,2.17609125905568,92.3451652386781,1.96541416274185
"183","Tn13F11_Kp","trial_3","spent","KPPR1_13F11_spent","T24",5e+08,302400000,8.48058178682917,114715997.140765,8.0596239844708,119.047619047619,2.07572071393812,81.2056780428873,1.90958639693182
"184","Tn13F11_Kp","trial_3","co-culture","KPPR1_13F11","T24",3.14e+10,1.796e+10,10.2543063323313,7385770102.02728,9.86839578517593,9235.29411764706,3.96545073103096,4690.44506691565,3.67121405400182
"185","Tn13F11_Kp","trial_4","control","KPPR1_fresh_LB","T0",4200000,18520000,7.26764098234592,14870857.4063502,7.17233600928266,NA,NA,NA,NA
"186","Tn13F11_Kp","trial_4","spent","KPPR1_self_spent","T0",8600000,5680000,6.75434833571102,1212600.51129793,6.08371774702102,NA,NA,NA,NA
"187","Tn13F11_Kp","trial_4","spent","KPPR1_13F11_spent","T0",8600000,4880000,6.68841982200271,962496.753241277,5.98339927319168,NA,NA,NA,NA
"188","Tn13F11_Kp","trial_4","co-culture","KPPR1_13F11","T0",5400000,3520000,6.54654266347813,611882.341631134,5.78666792003303,NA,NA,NA,NA
"189","Tn13F11_Kp","trial_4","control","KPPR1_fresh_LB","T24",4e+10,2.468e+10,10.3923451553612,7472509618.59535,9.87346648273443,9523.80952380952,3.97881070093006,6325.78754578755,3.80111460186337
"190","Tn13F11_Kp","trial_4","spent","KPPR1_self_spent","T24",9.4e+07,341600000,8.53351786201697,156546989.750682,8.19464472096451,10.9302325581395,1.03862940235613,92.3451652386781,1.96541416274185
"191","Tn13F11_Kp","trial_4","spent","KPPR1_13F11_spent","T24",8.2e+07,302400000,8.48058178682917,114715997.140765,8.0596239844708,9.53488372093023,0.979315401140149,81.2056780428873,1.90958639693182
"192","Tn13F11_Kp","trial_4","co-culture","KPPR1_13F11","T24",3.88e+10,1.796e+10,10.2543063323313,7385770102.02728,9.86839578517593,7185.18518518518,3.85643796577124,4690.44506691565,3.67121405400182
"193","Tn13F11_Kp","trial_5","control","KPPR1_fresh_LB","T0",7.8e+07,18520000,7.26764098234592,14870857.4063502,7.17233600928266,NA,NA,NA,NA
"194","Tn13F11_Kp","trial_5","spent","KPPR1_self_spent","T0",8600000,5680000,6.75434833571102,1212600.51129793,6.08371774702102,NA,NA,NA,NA
"195","Tn13F11_Kp","trial_5","spent","KPPR1_13F11_spent","T0",4200000,4880000,6.68841982200271,962496.753241277,5.98339927319168,NA,NA,NA,NA
"196","Tn13F11_Kp","trial_5","co-culture","KPPR1_13F11","T0",4200000,3520000,6.54654266347813,611882.341631134,5.78666792003303,NA,NA,NA,NA
"197","Tn13F11_Kp","trial_5","control","KPPR1_fresh_LB","T24",8.2e+09,2.468e+10,10.3923451553612,7472509618.59535,9.87346648273443,105.128205128205,2.02171924969324,6325.78754578755,3.80111460186337
"198","Tn13F11_Kp","trial_5","spent","KPPR1_self_spent","T24",3.4e+07,341600000,8.53351786201697,156546989.750682,8.19464472096451,3.95348837209302,0.596980465798687,92.3451652386781,1.96541416274185
"199","Tn13F11_Kp","trial_5","spent","KPPR1_13F11_spent","T24",3e+07,302400000,8.48058178682917,114715997.140765,8.0596239844708,7.14285714285714,0.853871964321762,81.2056780428873,1.90958639693182
"200","Tn13F11_Kp","trial_5","co-culture","KPPR1_13F11","T24",3.4e+09,1.796e+10,10.2543063323313,7385770102.02728,9.86839578517593,809.52380952381,2.90822962664435,4690.44506691565,3.67121405400182
"201","MG1655_Kp","trial_1","control","KPPR1_fresh_LB","T0",4600000,6680000,6.82477646247555,1417885.74998129,6.15164123779226,NA,NA,NA,NA
"202","MG1655_Kp","trial_1","spent","KPPR1_self_spent","T0",4400000,5720000,6.75739602879302,849941.174435031,5.92938886865272,NA,NA,NA,NA
"203","MG1655_Kp","trial_1","spent","KPPR1_MG1655_spent","T0",4e+06,5960000,6.77524625974024,994786.409235671,5.99772984331053,NA,NA,NA,NA
"204","MG1655_Kp","trial_1","co-culture","KPPR1_MG1655","T0",3800000,5680000,6.75434833571102,688767.014308902,5.8380723401781,NA,NA,NA,NA
"205","MG1655_Kp","trial_1","control","KPPR1_fresh_LB","T24",3.6e+10,2.348e+10,10.3706980925756,8365548398.04301,9.92249441612177,7826.08695652174,3.89354466908571,3868.06755701166,3.58749405056638
"206","MG1655_Kp","trial_1","spent","KPPR1_self_spent","T24",5.8e+08,351600000,8.54604886640174,181540518.893166,8.25897357244527,131.818181818182,2.11997531707675,80.045288045288,1.90333577178111
"207","MG1655_Kp","trial_1","spent","KPPR1_MG1655_spent","T24",4e+08,168800000,8.22737244228964,62490319.2502647,7.79581274339479,100,2,37.9446603472265,1.57915066969413
"208","MG1655_Kp","trial_1","co-culture","KPPR1_MG1655","T24",3.6e+10,1.548e+10,10.1897709563469,6232046212.92237,9.79463066513029,9473.68421052632,3.97651890415048,3500.01795209226,3.54407027191445
"209","MG1655_Kp","trial_2","control","KPPR1_fresh_LB","T0",5e+06,6680000,6.82477646247555,1417885.74998129,6.15164123779226,NA,NA,NA,NA
"210","MG1655_Kp","trial_2","spent","KPPR1_self_spent","T0",4400000,5720000,6.75739602879302,849941.174435031,5.92938886865272,NA,NA,NA,NA
"211","MG1655_Kp","trial_2","spent","KPPR1_MG1655_spent","T0",3600000,5960000,6.77524625974024,994786.409235671,5.99772984331053,NA,NA,NA,NA
"212","MG1655_Kp","trial_2","co-culture","KPPR1_MG1655","T0",4400000,5680000,6.75434833571102,688767.014308902,5.8380723401781,NA,NA,NA,NA
"213","MG1655_Kp","trial_2","control","KPPR1_fresh_LB","T24",2.2e+10,2.348e+10,10.3706980925756,8365548398.04301,9.92249441612177,4400,3.64345267648619,3868.06755701166,3.58749405056638
"214","MG1655_Kp","trial_2","spent","KPPR1_self_spent","T24",1.2e+08,351600000,8.54604886640174,181540518.893166,8.25897357244527,27.2727272727273,1.43572856956144,80.045288045288,1.90333577178111
"215","MG1655_Kp","trial_2","spent","KPPR1_MG1655_spent","T24",2e+08,168800000,8.22737244228964,62490319.2502647,7.79581274339479,55.5555555555556,1.74472749489669,37.9446603472265,1.57915066969413
"216","MG1655_Kp","trial_2","co-culture","KPPR1_MG1655","T24",2.4e+10,1.548e+10,10.1897709563469,6232046212.92237,9.79463066513029,5454.54545454545,3.73675856522542,3500.01795209226,3.54407027191445
"217","MG1655_Kp","trial_3","control","KPPR1_fresh_LB","T0",10400000,6680000,6.82477646247555,1417885.74998129,6.15164123779226,NA,NA,NA,NA
"218","MG1655_Kp","trial_3","spent","KPPR1_self_spent","T0",4200000,5720000,6.75739602879302,849941.174435031,5.92938886865272,NA,NA,NA,NA
"219","MG1655_Kp","trial_3","spent","KPPR1_MG1655_spent","T0",7800000,5960000,6.77524625974024,994786.409235671,5.99772984331053,NA,NA,NA,NA
"220","MG1655_Kp","trial_3","co-culture","KPPR1_MG1655","T0",7400000,5680000,6.75434833571102,688767.014308902,5.8380723401781,NA,NA,NA,NA
"221","MG1655_Kp","trial_3","control","KPPR1_fresh_LB","T24",4.8e+10,2.348e+10,10.3706980925756,8365548398.04301,9.92249441612177,4615.38461538462,3.66420789807681,3868.06755701166,3.58749405056638
"222","MG1655_Kp","trial_3","spent","KPPR1_self_spent","T24",9.6e+08,351600000,8.54604886640174,181540518.893166,8.25897357244527,228.571428571429,2.35902194264167,80.045288045288,1.90333577178111
"223","MG1655_Kp","trial_3","spent","KPPR1_MG1655_spent","T24",1e+08,168800000,8.22737244228964,62490319.2502647,7.79581274339479,12.8205128205128,1.10790539730952,37.9446603472265,1.57915066969413
"224","MG1655_Kp","trial_3","co-culture","KPPR1_MG1655","T24",6.8e+09,1.548e+10,10.1897709563469,6232046212.92237,9.79463066513029,918.918918918919,2.96327719297526,3500.01795209226,3.54407027191445
"225","MG1655_Kp","trial_4","control","KPPR1_fresh_LB","T0",9800000,6680000,6.82477646247555,1417885.74998129,6.15164123779226,NA,NA,NA,NA
"226","MG1655_Kp","trial_4","spent","KPPR1_self_spent","T0",7800000,5720000,6.75739602879302,849941.174435031,5.92938886865272,NA,NA,NA,NA
"227","MG1655_Kp","trial_4","spent","KPPR1_MG1655_spent","T0",8600000,5960000,6.77524625974024,994786.409235671,5.99772984331053,NA,NA,NA,NA
"228","MG1655_Kp","trial_4","co-culture","KPPR1_MG1655","T0",6e+06,5680000,6.75434833571102,688767.014308902,5.8380723401781,NA,NA,NA,NA
"229","MG1655_Kp","trial_4","control","KPPR1_fresh_LB","T24",3.8e+09,2.348e+10,10.3706980925756,8365548398.04301,9.92249441612177,387.755102040816,2.58855752092432,3868.06755701166,3.58749405056638
"230","MG1655_Kp","trial_4","spent","KPPR1_self_spent","T24",4.4e+07,351600000,8.54604886640174,181540518.893166,8.25897357244527,5.64102564102564,0.751358073795707,80.045288045288,1.90333577178111
"231","MG1655_Kp","trial_4","spent","KPPR1_MG1655_spent","T24",6.2e+07,168800000,8.22737244228964,62490319.2502647,7.79581274339479,7.2093023255814,0.857893238254686,37.9446603472265,1.57915066969413
"232","MG1655_Kp","trial_4","co-culture","KPPR1_MG1655","T24",4.8e+09,1.548e+10,10.1897709563469,6232046212.92237,9.79463066513029,800,2.90308998699194,3500.01795209226,3.54407027191445
"233","MG1655_Kp","trial_5","control","KPPR1_fresh_LB","T0",3600000,6680000,6.82477646247555,1417885.74998129,6.15164123779226,NA,NA,NA,NA
"234","MG1655_Kp","trial_5","spent","KPPR1_self_spent","T0",7800000,5720000,6.75739602879302,849941.174435031,5.92938886865272,NA,NA,NA,NA
"235","MG1655_Kp","trial_5","spent","KPPR1_MG1655_spent","T0",5800000,5960000,6.77524625974024,994786.409235671,5.99772984331053,NA,NA,NA,NA
"236","MG1655_Kp","trial_5","co-culture","KPPR1_MG1655","T0",6800000,5680000,6.75434833571102,688767.014308902,5.8380723401781,NA,NA,NA,NA
"237","MG1655_Kp","trial_5","control","KPPR1_fresh_LB","T24",7.6e+09,2.348e+10,10.3706980925756,8365548398.04301,9.92249441612177,2111.11111111111,3.3245110915135,3868.06755701166,3.58749405056638
"238","MG1655_Kp","trial_5","spent","KPPR1_self_spent","T24",5.4e+07,351600000,8.54604886640174,181540518.893166,8.25897357244527,6.92307692307692,0.840299157132488,80.045288045288,1.90333577178111
"239","MG1655_Kp","trial_5","spent","KPPR1_MG1655_spent","T24",8.2e+07,168800000,8.22737244228964,62490319.2502647,7.79581274339479,14.1379310344828,1.15038585882078,37.9446603472265,1.57915066969413
"240","MG1655_Kp","trial_5","co-culture","KPPR1_MG1655","T24",5.8e+09,1.548e+10,10.1897709563469,6232046212.92237,9.79463066513029,852.941176470588,2.9309190808567,3500.01795209226,3.54407027191445
"241","rhl_Kp","trial_1","control","KPPR1_fresh_LB","T0",2200000,3280000,6.51587384371168,320000,5.50514997831991,NA,NA,NA,NA
"242","rhl_Kp","trial_1","spent","KPPR1_self_spent","T0",3200000,3120000,6.49415459401844,313687.742827162,5.49649754921567,NA,NA,NA,NA
"243","rhl_Kp","trial_1","spent","KPPR1_Pa_14_spent","T0",3600000,3600000,6.55630250076729,109544.511501033,5.03959062302381,NA,NA,NA,NA
"244","rhl_Kp","trial_1","spent","KPPR1_Pa_sm32_spent","T0",2600000,4e+06,6.60205999132796,433589.667773576,5.63707892463184,NA,NA,NA,NA
"245","rhl_Kp","trial_1","spent","KPPR1_Pa_sm52_spent","T0",2200000,3800000,6.57978359661681,428952.211790544,5.63240891150477,NA,NA,NA,NA
"246","rhl_Kp","trial_1","co-culture","KPPR1_Pa14","T0",3600000,3800000,6.57978359661681,328633.5345031,5.51671187774348,NA,NA,NA,NA
"247","rhl_Kp","trial_1","co-culture","KPPR1_Pa_sm_32","T0",3800000,4160000,6.61909333062674,256124.969497314,5.40845191968783,NA,NA,NA,NA
"248","rhl_Kp","trial_1","co-culture","KPPR1_Pa_sm_52","T0",4400000,4080000,6.61066016308988,392937.65408777,5.59432364799986,NA,NA,NA,NA
"249","rhl_Kp","trial_1","control","KPPR1_fresh_LB","T24",5.9e+10,5.66e+10,10.7528164311883,8394045508.57332,9.92397131942261,26818.1818181818,4.42842933081994,17678.1358476405,4.24743646691194
"250","rhl_Kp","trial_1","spent","KPPR1_self_spent","T24",1.8e+09,515600000,8.71231290868137,327652498.845957,8.51541348445719,562.5,2.7501225267834,168.56684981685,2.22677217078002
"251","rhl_Kp","trial_1","spent","KPPR1_Pa_14_spent","T24",4.2e+07,15040000,7.17724783625562,7866740.11265149,6.89579480295854,11.6666666666667,1.06694678963061,4.06274509803922,0.608819574975259
"252","rhl_Kp","trial_1","spent","KPPR1_Pa_sm32_spent","T24",1.8e+09,2.076e+09,9.31722734917642,522853708.029311,8.71838019234143,692.307692307692,2.84029915713249,515.017094017094,2.71182164402001
"253","rhl_Kp","trial_1","spent","KPPR1_Pa_sm52_spent","T24",1.8e+09,898400000,8.9534697432534,374639239.802773,8.57361326352857,818.181818181818,2.9128498242811,289.636363636364,2.46185308630689
"254","rhl_Kp","trial_1","co-culture","KPPR1_Pa14","T24",2e+08,224800000,8.35179630689702,64444084.2901814,7.80918305701841,55.5555555555556,1.74472749489669,64.713216374269,1.81099298564948
"255","rhl_Kp","trial_1","co-culture","KPPR1_Pa_sm_32","T24",2.2e+10,2.748e+10,10.4390167283875,7013586814.17718,9.84594017705611,5789.47368421053,3.7626390842054,6737.09337281824,3.82847256650344
"256","rhl_Kp","trial_1","co-culture","KPPR1_Pa_sm_52","T24",2e+09,9.096e+09,9.95885045167968,7234004147.08203,9.85937875339634,454.545454545455,2.65757731917779,1842.70067187714,3.26545479419369
"257","rhl_Kp","trial_2","control","KPPR1_fresh_LB","T0",3800000,3280000,6.51587384371168,320000,5.50514997831991,NA,NA,NA,NA
"258","rhl_Kp","trial_2","spent","KPPR1_self_spent","T0",2400000,3120000,6.49415459401844,313687.742827162,5.49649754921567,NA,NA,NA,NA
"259","rhl_Kp","trial_2","spent","KPPR1_Pa_14_spent","T0",3400000,3600000,6.55630250076729,109544.511501033,5.03959062302381,NA,NA,NA,NA
"260","rhl_Kp","trial_2","spent","KPPR1_Pa_sm32_spent","T0",4e+06,4e+06,6.60205999132796,433589.667773576,5.63707892463184,NA,NA,NA,NA
"261","rhl_Kp","trial_2","spent","KPPR1_Pa_sm52_spent","T0",3600000,3800000,6.57978359661681,428952.211790544,5.63240891150477,NA,NA,NA,NA
"262","rhl_Kp","trial_2","co-culture","KPPR1_Pa14","T0",3e+06,3800000,6.57978359661681,328633.5345031,5.51671187774348,NA,NA,NA,NA
"263","rhl_Kp","trial_2","co-culture","KPPR1_Pa_sm_32","T0",3400000,4160000,6.61909333062674,256124.969497314,5.40845191968783,NA,NA,NA,NA
"264","rhl_Kp","trial_2","co-culture","KPPR1_Pa_sm_52","T0",3400000,4080000,6.61066016308988,392937.65408777,5.59432364799986,NA,NA,NA,NA
"265","rhl_Kp","trial_2","control","KPPR1_fresh_LB","T24",6.4e+10,5.66e+10,10.7528164311883,8394045508.57332,9.92397131942261,16842.1052631579,4.22639637736708,17678.1358476405,4.24743646691194
"266","rhl_Kp","trial_2","spent","KPPR1_self_spent","T24",3.4e+08,515600000,8.71231290868137,327652498.845957,8.51541348445719,141.666666666667,2.15126767533065,168.56684981685,2.22677217078002
"267","rhl_Kp","trial_2","spent","KPPR1_Pa_14_spent","T24",3e+06,15040000,7.17724783625562,7866740.11265149,6.89579480295854,0.88235294117647,-0.0543576623225927,4.06274509803922,0.608819574975259
"268","rhl_Kp","trial_2","spent","KPPR1_Pa_sm32_spent","T24",1.8e+09,2.076e+09,9.31722734917642,522853708.029311,8.71838019234143,450,2.65321251377534,515.017094017094,2.71182164402001
"269","rhl_Kp","trial_2","spent","KPPR1_Pa_sm52_spent","T24",3.6e+08,898400000,8.9534697432534,374639239.802773,8.57361326352857,100,2,289.636363636364,2.46185308630689
"270","rhl_Kp","trial_2","co-culture","KPPR1_Pa14","T24",4.2e+08,224800000,8.35179630689702,64444084.2901814,7.80918305701841,140,2.14612803567824,64.713216374269,1.81099298564948
"271","rhl_Kp","trial_2","co-culture","KPPR1_Pa_sm_32","T24",3e+10,2.748e+10,10.4390167283875,7013586814.17718,9.84594017705611,8823.52941176471,3.94564233767741,6737.09337281824,3.82847256650344
"272","rhl_Kp","trial_2","co-culture","KPPR1_Pa_sm_52","T24",2e+09,9.096e+09,9.95885045167968,7234004147.08203,9.85937875339634,588.235294117647,2.76955107862173,1842.70067187714,3.26545479419369
"273","rhl_Kp","trial_3","control","KPPR1_fresh_LB","T0",3e+06,3280000,6.51587384371168,320000,5.50514997831991,NA,NA,NA,NA
"274","rhl_Kp","trial_3","spent","KPPR1_self_spent","T0",4200000,3120000,6.49415459401844,313687.742827162,5.49649754921567,NA,NA,NA,NA
"275","rhl_Kp","trial_3","spent","KPPR1_Pa_14_spent","T0",3400000,3600000,6.55630250076729,109544.511501033,5.03959062302381,NA,NA,NA,NA
"276","rhl_Kp","trial_3","spent","KPPR1_Pa_sm32_spent","T0",4800000,4e+06,6.60205999132796,433589.667773576,5.63707892463184,NA,NA,NA,NA
"277","rhl_Kp","trial_3","spent","KPPR1_Pa_sm52_spent","T0",4400000,3800000,6.57978359661681,428952.211790544,5.63240891150477,NA,NA,NA,NA
"278","rhl_Kp","trial_3","co-culture","KPPR1_Pa14","T0",3600000,3800000,6.57978359661681,328633.5345031,5.51671187774348,NA,NA,NA,NA
"279","rhl_Kp","trial_3","co-culture","KPPR1_Pa_sm_32","T0",4200000,4160000,6.61909333062674,256124.969497314,5.40845191968783,NA,NA,NA,NA
"280","rhl_Kp","trial_3","co-culture","KPPR1_Pa_sm_52","T0",3e+06,4080000,6.61066016308988,392937.65408777,5.59432364799986,NA,NA,NA,NA
"281","rhl_Kp","trial_3","control","KPPR1_fresh_LB","T24",2.5e+10,5.66e+10,10.7528164311883,8394045508.57332,9.92397131942261,8333.33333333333,3.92081875395238,17678.1358476405,4.24743646691194
"282","rhl_Kp","trial_3","spent","KPPR1_self_spent","T24",3.6e+07,515600000,8.71231290868137,327652498.845957,8.51541348445719,8.57142857142857,0.933053210369387,168.56684981685,2.22677217078002
"283","rhl_Kp","trial_3","spent","KPPR1_Pa_14_spent","T24",2600000,15040000,7.17724783625562,7866740.11265149,6.89579480295854,0.764705882352941,-0.116505569071437,4.06274509803922,0.608819574975259
"284","rhl_Kp","trial_3","spent","KPPR1_Pa_sm32_spent","T24",3.8e+09,2.076e+09,9.31722734917642,522853708.029311,8.71838019234143,791.666666666667,2.89854235924122,515.017094017094,2.71182164402001
"285","rhl_Kp","trial_3","spent","KPPR1_Pa_sm52_spent","T24",5.2e+07,898400000,8.9534697432534,374639239.802773,8.57361326352857,11.8181818181818,1.07255066714861,289.636363636364,2.46185308630689
"286","rhl_Kp","trial_3","co-culture","KPPR1_Pa14","T24",9e+07,224800000,8.35179630689702,64444084.2901814,7.80918305701841,25,1.39794000867204,64.713216374269,1.81099298564948
"287","rhl_Kp","trial_3","co-culture","KPPR1_Pa_sm_32","T24",4.2e+10,2.748e+10,10.4390167283875,7013586814.17718,9.84594017705611,10000,4,6737.09337281824,3.82847256650344
"288","rhl_Kp","trial_3","co-culture","KPPR1_Pa_sm_52","T24",6.8e+08,9.096e+09,9.95885045167968,7234004147.08203,9.85937875339634,226.666666666667,2.35538765798657,1842.70067187714,3.26545479419369
"289","rhl_Kp","trial_4","control","KPPR1_fresh_LB","T0",3400000,3280000,6.51587384371168,320000,5.50514997831991,NA,NA,NA,NA
"290","rhl_Kp","trial_4","spent","KPPR1_self_spent","T0",3200000,3120000,6.49415459401844,313687.742827162,5.49649754921567,NA,NA,NA,NA
"291","rhl_Kp","trial_4","spent","KPPR1_Pa_14_spent","T0",4e+06,3600000,6.55630250076729,109544.511501033,5.03959062302381,NA,NA,NA,NA
"292","rhl_Kp","trial_4","spent","KPPR1_Pa_sm32_spent","T0",5e+06,4e+06,6.60205999132796,433589.667773576,5.63707892463184,NA,NA,NA,NA
"293","rhl_Kp","trial_4","spent","KPPR1_Pa_sm52_spent","T0",4400000,3800000,6.57978359661681,428952.211790544,5.63240891150477,NA,NA,NA,NA
"294","rhl_Kp","trial_4","co-culture","KPPR1_Pa14","T0",3800000,3800000,6.57978359661681,328633.5345031,5.51671187774348,NA,NA,NA,NA
"295","rhl_Kp","trial_4","co-culture","KPPR1_Pa_sm_32","T0",4600000,4160000,6.61909333062674,256124.969497314,5.40845191968783,NA,NA,NA,NA
"296","rhl_Kp","trial_4","co-culture","KPPR1_Pa_sm_52","T0",5200000,4080000,6.61066016308988,392937.65408777,5.59432364799986,NA,NA,NA,NA
"297","rhl_Kp","trial_4","control","KPPR1_fresh_LB","T24",6e+10,5.66e+10,10.7528164311883,8394045508.57332,9.92397131942261,17647.0588235294,4.24667233334139,17678.1358476405,4.24743646691194
"298","rhl_Kp","trial_4","spent","KPPR1_self_spent","T24",3.4e+08,515600000,8.71231290868137,327652498.845957,8.51541348445719,106.25,2.02632893872235,168.56684981685,2.22677217078002
"299","rhl_Kp","trial_4","spent","KPPR1_Pa_14_spent","T24",2.4e+07,15040000,7.17724783625562,7866740.11265149,6.89579480295854,6,0.778151250383644,4.06274509803922,0.608819574975259
