"","Time","strain","OD600","expt","trial","mean_OD600","sem_OD600"
"1",0,"KPPR1",0,"Mouse_Pa","trial_1",0.00593333333333333,0.0022771466411711
"2",0,"145.1",0,"Mouse_Pa","trial_1",0.008,0.00404145188432738
"3",0,"191.1",0.004,"Mouse_Pa","trial_1",0.00266666666666667,0.000881917103688197
"4",0,"193.1",0,"Mouse_Pa","trial_1",0.00666666666666667,0.00375647588986155
"5",0.25,"KPPR1",0,"Mouse_Pa","trial_1",0.0064,0.0024118753817606
"6",0.25,"145.1",0,"Mouse_Pa","trial_1",0.00666666666666667,0.00338296385503074
"7",0.25,"191.1",0.004,"Mouse_Pa","trial_1",0.00233333333333333,0.00120185042515466
"8",0.25,"193.1",0,"Mouse_Pa","trial_1",0.00633333333333333,0.00375647588986155
"9",0.5,"KPPR1",0,"Mouse_Pa","trial_1",0.00813333333333333,0.00246473540870428
"10",0.5,"145.1",0,"Mouse_Pa","trial_1",0.00633333333333333,0.00317979733805649
"11",0.5,"191.1",0.005,"Mouse_Pa","trial_1",0.003,0.00152752523165195
"12",0.5,"193.1",0,"Mouse_Pa","trial_1",0.00633333333333333,0.00375647588986155
"13",0.75,"KPPR1",0,"Mouse_Pa","trial_1",0.0116,0.00258898766757533
"14",0.75,"145.1",0,"Mouse_Pa","trial_1",0.007,0.00351188458428425
"15",0.75,"191.1",0.006,"Mouse_Pa","trial_1",0.00433333333333333,0.00120185042515466
"16",0.75,"193.1",0,"Mouse_Pa","trial_1",0.00666666666666667,0.00375647588986155
"17",1,"KPPR1",0,"Mouse_Pa","trial_1",0.0172,0.00284554790104522
"18",1,"145.1",0,"Mouse_Pa","trial_1",0.00933333333333333,0.00497772817435603
"19",1,"191.1",0.007,"Mouse_Pa","trial_1",0.006,0.001
"20",1,"193.1",0,"Mouse_Pa","trial_1",0.008,0.00435889894354067
"21",1.25,"KPPR1",0.005,"Mouse_Pa","trial_1",0.0281333333333333,0.00384567371850582
"22",1.25,"145.1",0,"Mouse_Pa","trial_1",0.013,0.00750555349946513
"23",1.25,"191.1",0.009,"Mouse_Pa","trial_1",0.00866666666666667,0.000881917103688197
"24",1.25,"193.1",0.002,"Mouse_Pa","trial_1",0.0103333333333333,0.00440958551844099
"25",1.5,"KPPR1",0.021,"Mouse_Pa","trial_1",0.0489333333333333,0.00595816100316889
"26",1.5,"145.1",0,"Mouse_Pa","trial_1",0.0146666666666667,0.00788106027835793
"27",1.5,"191.1",0.011,"Mouse_Pa","trial_1",0.012,0.001
"28",1.5,"193.1",0.006,"Mouse_Pa","trial_1",0.0133333333333333,0.00433333333333333
"29",1.75,"KPPR1",0.051,"Mouse_Pa","trial_1",0.0852,0.00965509981206576
"30",1.75,"145.1",0.001,"Mouse_Pa","trial_1",0.0216666666666667,0.0108985218161812
"31",1.75,"191.1",0.014,"Mouse_Pa","trial_1",0.0163333333333333,0.00120185042515466
"32",1.75,"193.1",0.009,"Mouse_Pa","trial_1",0.017,0.00461880215351701
"33",2,"KPPR1",0.11,"Mouse_Pa","trial_1",0.1438,0.0139632851912912
"34",2,"145.1",0.007,"Mouse_Pa","trial_1",0.029,0.0115325625946708
"35",2,"191.1",0.019,"Mouse_Pa","trial_1",0.0213333333333333,0.00120185042515466
"36",2,"193.1",0.014,"Mouse_Pa","trial_1",0.022,0.00493288286231625
"37",2.25,"KPPR1",0.184,"Mouse_Pa","trial_1",0.2272,0.020821737725386
"38",2.25,"145.1",0.012,"Mouse_Pa","trial_1",0.0446666666666667,0.0196751394178316
"39",2.25,"191.1",0.022,"Mouse_Pa","trial_1",0.0266666666666667,0.00240370085030933
"40",2.25,"193.1",0.02,"Mouse_Pa","trial_1",0.0276666666666667,0.00497772817435603
"41",2.5,"KPPR1",0.31,"Mouse_Pa","trial_1",0.355533333333333,0.0316979594756608
"42",2.5,"145.1",0.021,"Mouse_Pa","trial_1",0.0856666666666667,0.0478098083846587
"43",2.5,"191.1",0.027,"Mouse_Pa","trial_1",0.0376666666666667,0.00581186525805423
"44",2.5,"193.1",0.027,"Mouse_Pa","trial_1",0.04,0.00814452781524708
"45",2.75,"KPPR1",0.505,"Mouse_Pa","trial_1",0.585533333333333,0.0649722920186654
"46",2.75,"145.1",0.033,"Mouse_Pa","trial_1",0.0896666666666667,0.0320641717671159
"47",2.75,"191.1",0.035,"Mouse_Pa","trial_1",0.062,0.0138684293751431
"48",2.75,"193.1",0.043,"Mouse_Pa","trial_1",0.0716666666666667,0.0224820916385563
"49",3,"KPPR1",0.792,"Mouse_Pa","trial_1",0.9096,0.0891258500260006
"50",3,"145.1",0.059,"Mouse_Pa","trial_1",0.122,0.0316069612585582
"51",3,"191.1",0.056,"Mouse_Pa","trial_1",0.134,0.0444672163884061
"52",3,"193.1",0.107,"Mouse_Pa","trial_1",0.122666666666667,0.00808977406634107
"53",3.25,"KPPR1",1.095,"Mouse_Pa","trial_1",1.30306666666667,0.0845797153812204
"54",3.25,"145.1",0.16,"Mouse_Pa","trial_1",0.16,0.00173205080756888
"55",3.25,"191.1",0.164,"Mouse_Pa","trial_1",0.152,0.00793725393319377
"56",3.25,"193.1",0.128,"Mouse_Pa","trial_1",0.142,0.00757187779440036
"57",3.5,"KPPR1",1.357,"Mouse_Pa","trial_1",1.6816,0.071117796312744
"58",3.5,"145.1",0.163,"Mouse_Pa","trial_1",0.176666666666667,0.0095277372853043
"59",3.5,"191.1",0.151,"Mouse_Pa","trial_1",0.166,0.0089628864398325
"60",3.5,"193.1",0.155,"Mouse_Pa","trial_1",0.170666666666667,0.0141931125706958
"61",3.75,"KPPR1",1.603,"Mouse_Pa","trial_1",1.97326666666667,0.0620333602006032
"62",3.75,"145.1",0.178,"Mouse_Pa","trial_1",0.209666666666667,0.0236807469852152
"63",3.75,"191.1",0.156,"Mouse_Pa","trial_1",0.166666666666667,0.0148473716342134
"64",3.75,"193.1",0.182,"Mouse_Pa","trial_1",0.186333333333333,0.00260341655863555
"65",4,"KPPR1",1.775,"Mouse_Pa","trial_1",2.2096,0.0627907939870472
"66",4,"145.1",0.21,"Mouse_Pa","trial_1",0.262666666666667,0.0453737564873989
"67",4,"191.1",0.176,"Mouse_Pa","trial_1",0.185666666666667,0.00648930744464393
"68",4,"193.1",0.213,"Mouse_Pa","trial_1",0.211666666666667,0.00926162932629987
"69",4.25,"KPPR1",1.936,"Mouse_Pa","trial_1",2.40013333333333,0.0628807538627616
"70",4.25,"145.1",0.252,"Mouse_Pa","trial_1",0.336333333333333,0.060233803724413
"71",4.25,"191.1",0.211,"Mouse_Pa","trial_1",0.226666666666667,0.0089504810547317
"72",4.25,"193.1",0.246,"Mouse_Pa","trial_1",0.254666666666667,0.0134205480927983
"73",4.5,"KPPR1",2.063,"Mouse_Pa","trial_1",2.55193333333333,0.0656584573065269
"74",4.5,"145.1",0.301,"Mouse_Pa","trial_1",0.538,0.19011663086993
"75",4.5,"191.1",0.219,"Mouse_Pa","trial_1",0.272333333333333,0.0270637108402459
"76",4.5,"193.1",0.294,"Mouse_Pa","trial_1",0.317,0.0182300118851671
"77",4.75,"KPPR1",2.176,"Mouse_Pa","trial_1",2.67953333333333,0.0671075800605811
"78",4.75,"145.1",0.374,"Mouse_Pa","trial_1",0.904666666666667,0.4530273477151
"79",4.75,"191.1",0.259,"Mouse_Pa","trial_1",0.332,0.0366924152016917
"80",4.75,"193.1",0.367,"Mouse_Pa","trial_1",0.386666666666667,0.0145181878269217
"81",5,"KPPR1",2.272,"Mouse_Pa","trial_1",2.7912,0.0681341953165117
"82",5,"145.1",0.473,"Mouse_Pa","trial_1",1.30566666666667,0.56594944807622
"83",5,"191.1",0.332,"Mouse_Pa","trial_1",0.486333333333333,0.0912950041227765
"84",5,"193.1",0.441,"Mouse_Pa","trial_1",0.918333333333333,0.416873015570822
"85",5.25,"KPPR1",2.362,"Mouse_Pa","trial_1",2.883,0.0700222413645428
"86",5.25,"145.1",0.64,"Mouse_Pa","trial_1",1.83566666666667,0.606749353339398
"87",5.25,"191.1",0.407,"Mouse_Pa","trial_1",1.119,0.442773079579145
"88",5.25,"193.1",1.295,"Mouse_Pa","trial_1",1.87566666666667,0.324748278585806
"89",5.5,"KPPR1",2.43,"Mouse_Pa","trial_1",2.9648,0.0715650353574585
"90",5.5,"145.1",0.893,"Mouse_Pa","trial_1",2.04066666666667,0.602753220185877
"91",5.5,"191.1",0.801,"Mouse_Pa","trial_1",1.564,0.392053992880232
"92",5.5,"193.1",1.821,"Mouse_Pa","trial_1",2.16233333333333,0.174499602037114
"93",5.75,"KPPR1",2.508,"Mouse_Pa","trial_1",3.04846666666667,0.0734278308899721
"94",5.75,"145.1",1.828,"Mouse_Pa","trial_1",2.51033333333333,0.362948266898252
"95",5.75,"191.1",1.759,"Mouse_Pa","trial_1",2.02066666666667,0.131065293312574
"96",5.75,"193.1",1.92,"Mouse_Pa","trial_1",2.28166666666667,0.208138041800254
"97",6,"KPPR1",2.58,"Mouse_Pa","trial_1",3.11753333333333,0.0739235684220802
"98",6,"145.1",2.263,"Mouse_Pa","trial_1",2.806,0.284890037265843
"99",6,"191.1",1.78,"Mouse_Pa","trial_1",2.286,0.253005928784288
"100",6,"193.1",2.236,"Mouse_Pa","trial_1",2.615,0.199950827288444
"101",6.25,"KPPR1",2.633,"Mouse_Pa","trial_1",3.18466666666667,0.075419377746588
"102",6.25,"145.1",2.504,"Mouse_Pa","trial_1",2.99566666666667,0.254269105039873
"103",6.25,"191.1",1.999,"Mouse_Pa","trial_1",2.541,0.271447969231674
"104",6.25,"193.1",2.56,"Mouse_Pa","trial_1",2.86533333333333,0.159334379355004
"105",6.5,"KPPR1",2.701,"Mouse_Pa","trial_1",3.2474,0.0759300931621913
"106",6.5,"145.1",2.747,"Mouse_Pa","trial_1",3.15766666666667,0.21393249194807
"107",6.5,"191.1",2.349,"Mouse_Pa","trial_1",2.78366666666667,0.218166857652068
"108",6.5,"193.1",2.775,"Mouse_Pa","trial_1",3.04166666666667,0.137906167777627
"109",6.75,"KPPR1",2.749,"Mouse_Pa","trial_1",3.30606666666667,0.0776794675737397
"110",6.75,"145.1",2.926,"Mouse_Pa","trial_1",3.29766666666667,0.191697968458487
"111",6.75,"191.1",2.609,"Mouse_Pa","trial_1",2.97433333333333,0.183380599967511
"112",6.75,"193.1",2.958,"Mouse_Pa","trial_1",3.20033333333333,0.124360140094986
"113",7,"KPPR1",2.797,"Mouse_Pa","trial_1",3.35786666666667,0.0780905985846029
"114",7,"145.1",3.087,"Mouse_Pa","trial_1",3.422,0.173373392806778
"115",7,"191.1",2.807,"Mouse_Pa","trial_1",3.13,0.162795372579608
"116",7,"193.1",3.114,"Mouse_Pa","trial_1",3.336,0.111540724999138
"117",7.25,"KPPR1",2.857,"Mouse_Pa","trial_1",3.41266666666667,0.0788130800521182
"118",7.25,"145.1",3.216,"Mouse_Pa","trial_1",3.52966666666667,0.162624653044296
"119",7.25,"191.1",2.985,"Mouse_Pa","trial_1",3.27066666666667,0.144215502325898
"120",7.25,"193.1",3.255,"Mouse_Pa","trial_1",3.458,0.101549659444694
"121",7.5,"KPPR1",2.905,"Mouse_Pa","trial_1",3.46646666666667,0.0789987261299746
"122",7.5,"145.1",3.329,"Mouse_Pa","trial_1",3.61466666666667,0.146772310437327
"123",7.5,"191.1",3.139,"Mouse_Pa","trial_1",3.38366666666667,0.123635665476341
"124",7.5,"193.1",3.386,"Mouse_Pa","trial_1",3.55933333333333,0.0866685897222542
"125",7.75,"KPPR1",2.951,"Mouse_Pa","trial_1",3.5172,0.079384429323688
"126",7.75,"145.1",3.443,"Mouse_Pa","trial_1",3.68933333333333,0.128507241473433
"127",7.75,"191.1",3.279,"Mouse_Pa","trial_1",3.488,0.106070731118438
"128",7.75,"193.1",3.491,"Mouse_Pa","trial_1",3.64366666666667,0.0770375089016887
"129",8,"KPPR1",2.996,"Mouse_Pa","trial_1",3.55826666666667,0.0798513778195626
"130",8,"145.1",3.52,"Mouse_Pa","trial_1",3.75966666666667,0.124193844900265
"131",8,"191.1",3.375,"Mouse_Pa","trial_1",3.57666666666667,0.104199061629385
"132",8,"193.1",3.577,"Mouse_Pa","trial_1",3.722,0.0735549681077583
"133",8.25,"KPPR1",3.032,"Mouse_Pa","trial_1",3.6082,0.0807083638788447
"134",8.25,"145.1",3.593,"Mouse_Pa","trial_1",3.81833333333333,0.118216374124362
"135",8.25,"191.1",3.49,"Mouse_Pa","trial_1",3.65533333333333,0.0870063854617068
"136",8.25,"193.1",3.662,"Mouse_Pa","trial_1",3.78866666666667,0.0661370630668698
"137",8.5,"KPPR1",3.079,"Mouse_Pa","trial_1",3.65086666666667,0.0807728069910062
"138",8.5,"145.1",3.678,"Mouse_Pa","trial_1",3.87533333333333,0.104571081619686
"139",8.5,"191.1",3.567,"Mouse_Pa","trial_1",3.72766666666667,0.0831250730993831
"140",8.5,"193.1",3.732,"Mouse_Pa","trial_1",3.85433333333333,0.0643281517775158
"141",8.75,"KPPR1",3.124,"Mouse_Pa","trial_1",3.69106666666667,0.0815741828128686
"142",8.75,"145.1",3.736,"Mouse_Pa","trial_1",3.926,0.101725119808236
"143",8.75,"191.1",3.652,"Mouse_Pa","trial_1",3.79266666666667,0.0758097032780838
"144",8.75,"193.1",3.789,"Mouse_Pa","trial_1",3.91,0.0626976873576689
"145",9,"KPPR1",3.146,"Mouse_Pa","trial_1",3.72766666666667,0.0821832833579437
"146",9,"145.1",3.793,"Mouse_Pa","trial_1",3.96866666666667,0.0943121295368615
"147",9,"191.1",3.714,"Mouse_Pa","trial_1",3.84566666666667,0.0706690251178769
"148",9,"193.1",3.849,"Mouse_Pa","trial_1",3.96866666666667,0.0617584901945562
"149",9.25,"KPPR1",3.182,"Mouse_Pa","trial_1",3.7676,0.0828666053710075
"150",9.25,"145.1",3.848,"Mouse_Pa","trial_1",4.012,0.088573886294626
"151",9.25,"191.1",3.777,"Mouse_Pa","trial_1",3.90333333333333,0.0695709070740861
"152",9.25,"193.1",3.898,"Mouse_Pa","trial_1",4.013,0.0595007002759912
"153",9.5,"KPPR1",3.224,"Mouse_Pa","trial_1",3.80186666666667,0.0835817174510281
"154",9.5,"145.1",3.887,"Mouse_Pa","trial_1",4.04033333333333,0.0809492296305393
"155",9.5,"191.1",3.836,"Mouse_Pa","trial_1",3.95566666666667,0.0684259534906978
"156",9.5,"193.1",3.949,"Mouse_Pa","trial_1",4.06233333333333,0.058771686304811
"157",9.75,"KPPR1",3.255,"Mouse_Pa","trial_1",3.83706666666667,0.0838254119139279
"158",9.75,"145.1",3.941,"Mouse_Pa","trial_1",4.077,0.0745676426698159
"159",9.75,"191.1",3.89,"Mouse_Pa","trial_1",4.00366666666667,0.0679468746726277
"160",9.75,"193.1",3.985,"Mouse_Pa","trial_1",4.09933333333333,0.0594876270982275
"161",10,"KPPR1",3.282,"Mouse_Pa","trial_1",3.8674,0.0835222126143699
"162",10,"145.1",3.968,"Mouse_Pa","trial_1",4.09966666666667,0.073471838898391
"163",10,"191.1",3.946,"Mouse_Pa","trial_1",4.051,0.0678699737242717
"164",10,"193.1",4.026,"Mouse_Pa","trial_1",4.13566666666667,0.0596107745667212
"165",10.25,"KPPR1",3.318,"Mouse_Pa","trial_1",3.90066666666667,0.0840863879288475
"166",10.25,"145.1",3.997,"Mouse_Pa","trial_1",4.12033333333333,0.0680889940527184
"167",10.25,"191.1",3.971,"Mouse_Pa","trial_1",4.079,0.0706847461149385
"168",10.25,"193.1",4.057,"Mouse_Pa","trial_1",4.16233333333333,0.05774176227923
"169",10.5,"KPPR1",3.336,"Mouse_Pa","trial_1",3.92973333333333,0.0842330365381923
"170",10.5,"145.1",4.021,"Mouse_Pa","trial_1",4.14133333333333,0.0673704518151524
"171",10.5,"191.1",4.018,"Mouse_Pa","trial_1",4.12733333333333,0.0711953494111644
"172",10.5,"193.1",4.085,"Mouse_Pa","trial_1",4.19233333333333,0.0579779651630207
"173",10.75,"KPPR1",3.374,"Mouse_Pa","trial_1",3.95946666666667,0.0855038215056117
"174",10.75,"145.1",4.041,"Mouse_Pa","trial_1",4.15066666666667,0.0632200741677654
"175",10.75,"191.1",4.062,"Mouse_Pa","trial_1",4.15633333333333,0.0699626884687673
"176",10.75,"193.1",4.119,"Mouse_Pa","trial_1",4.21766666666667,0.0554897387911595
"177",11,"KPPR1",3.396,"Mouse_Pa","trial_1",3.9826,0.085005646871252
"178",11,"145.1",4.069,"Mouse_Pa","trial_1",4.16633333333333,0.0557205328202967
"179",11,"191.1",4.11,"Mouse_Pa","trial_1",4.19633333333333,0.0700245988524349
"180",11,"193.1",4.133,"Mouse_Pa","trial_1",4.23966666666667,0.0617773780962292
"181",11.25,"KPPR1",3.42,"Mouse_Pa","trial_1",4.01166666666667,0.0859724577528379
"182",11.25,"145.1",4.074,"Mouse_Pa","trial_1",4.17,0.0560119034967866
"183",11.25,"191.1",4.133,"Mouse_Pa","trial_1",4.22166666666667,0.0709749564596164
"184",11.25,"193.1",4.159,"Mouse_Pa","trial_1",4.26266666666667,0.060338857942273
"185",11.5,"KPPR1",3.446,"Mouse_Pa","trial_1",4.03526666666667,0.0857657089132762
"186",11.5,"145.1",4.081,"Mouse_Pa","trial_1",4.17533333333333,0.0542719489648606
"187",11.5,"191.1",4.164,"Mouse_Pa","trial_1",4.25033333333333,0.0723195071271309
"188",11.5,"193.1",4.171,"Mouse_Pa","trial_1",4.27866666666667,0.0638600901276464
"189",11.75,"KPPR1",3.465,"Mouse_Pa","trial_1",4.05986666666667,0.0859405590076053
"190",11.75,"145.1",4.079,"Mouse_Pa","trial_1",4.17333333333333,0.0542719489648609
"191",11.75,"191.1",4.186,"Mouse_Pa","trial_1",4.27066666666667,0.0706643081367421
"192",11.75,"193.1",4.18,"Mouse_Pa","trial_1",4.29133333333333,0.0655650652236219
"193",12,"KPPR1",3.501,"Mouse_Pa","trial_1",4.0824,0.0862307977244237
"194",12,"145.1",4.078,"Mouse_Pa","trial_1",4.173,0.054561891462815
"195",12,"191.1",4.206,"Mouse_Pa","trial_1",4.28766666666667,0.0728522096057794
"196",12,"193.1",4.183,"Mouse_Pa","trial_1",4.301,0.0708684226812855
"197",12.25,"KPPR1",3.512,"Mouse_Pa","trial_1",4.1036,0.0866267747018096
"198",12.25,"145.1",4.089,"Mouse_Pa","trial_1",4.17233333333333,0.0510206929697264
"199",12.25,"191.1",4.236,"Mouse_Pa","trial_1",4.30666666666667,0.070167260488382
"200",12.25,"193.1",4.189,"Mouse_Pa","trial_1",4.30566666666667,0.0716294476997957
"201",12.5,"KPPR1",3.53,"Mouse_Pa","trial_1",4.12393333333333,0.0865870586759865
"202",12.5,"145.1",4.088,"Mouse_Pa","trial_1",4.16633333333333,0.0495255265270121
"203",12.5,"191.1",4.255,"Mouse_Pa","trial_1",4.32166666666667,0.0707043924456686
"204",12.5,"193.1",4.194,"Mouse_Pa","trial_1",4.31133333333333,0.0729162380939787
"205",12.75,"KPPR1",3.548,"Mouse_Pa","trial_1",4.14166666666667,0.086894334664726
"206",12.75,"145.1",4.088,"Mouse_Pa","trial_1",4.16233333333333,0.0479594736325484
"207",12.75,"191.1",4.281,"Mouse_Pa","trial_1",4.337,0.0715262189689907
"208",12.75,"193.1",4.198,"Mouse_Pa","trial_1",4.31533333333333,0.0757503208647402
"209",13,"KPPR1",3.574,"Mouse_Pa","trial_1",4.1592,0.0860654900144568
"210",13,"145.1",4.08,"Mouse_Pa","trial_1",4.152,0.0480034720966446
"211",13,"191.1",4.296,"Mouse_Pa","trial_1",4.34966666666667,0.0692106285993063
"212",13,"193.1",4.184,"Mouse_Pa","trial_1",4.30933333333333,0.0806749307061645
"213",13.25,"KPPR1",3.61,"Mouse_Pa","trial_1",4.1792,0.0853231504340996
"214",13.25,"145.1",4.073,"Mouse_Pa","trial_1",4.14333333333333,0.0479664234415886
"215",13.25,"191.1",4.315,"Mouse_Pa","trial_1",4.35966666666667,0.066776576066096
"216",13.25,"193.1",4.187,"Mouse_Pa","trial_1",4.31033333333333,0.0806398026893528
"217",13.5,"KPPR1",3.618,"Mouse_Pa","trial_1",4.19366666666667,0.0860251716576617
"218",13.5,"145.1",4.065,"Mouse_Pa","trial_1",4.12866666666667,0.0464124025569794
"219",13.5,"191.1",4.329,"Mouse_Pa","trial_1",4.36066666666667,0.0685379051652766
"220",13.5,"193.1",4.183,"Mouse_Pa","trial_1",4.301,0.0829538024043103
"221",13.75,"KPPR1",3.636,"Mouse_Pa","trial_1",4.20666666666667,0.0859722915865043
"222",13.75,"145.1",4.05,"Mouse_Pa","trial_1",4.11366666666667,0.0455789912618132
"223",13.75,"191.1",4.336,"Mouse_Pa","trial_1",4.366,0.0675055553269506
"224",13.75,"193.1",4.165,"Mouse_Pa","trial_1",4.29366666666667,0.0887925172022459
"225",14,"KPPR1",3.636,"Mouse_Pa","trial_1",4.22253333333333,0.0861040824576455
"226",14,"145.1",4.033,"Mouse_Pa","trial_1",4.09733333333333,0.0474845003951582
"227",14,"191.1",4.347,"Mouse_Pa","trial_1",4.36666666666667,0.0679763030605357
"228",14,"193.1",4.149,"Mouse_Pa","trial_1",4.28033333333333,0.0917557143240196
"229",14.25,"KPPR1",3.65,"Mouse_Pa","trial_1",4.23453333333333,0.0865572679497258
"230",14.25,"145.1",4.02,"Mouse_Pa","trial_1",4.08033333333333,0.0465916063017554
"231",14.25,"191.1",4.356,"Mouse_Pa","trial_1",4.36633333333333,0.0674594528422652
"232",14.25,"193.1",4.13,"Mouse_Pa","trial_1",4.263,0.093767442821767
"233",14.5,"KPPR1",3.666,"Mouse_Pa","trial_1",4.2462,0.0857256532144703
"234",14.5,"145.1",4.002,"Mouse_Pa","trial_1",4.06233333333333,0.0479247094699362
"235",14.5,"191.1",4.357,"Mouse_Pa","trial_1",4.35866666666667,0.0684210818713388
"236",14.5,"193.1",4.109,"Mouse_Pa","trial_1",4.245,0.0995791142760368
"237",14.75,"KPPR1",3.68,"Mouse_Pa","trial_1",4.26093333333333,0.0866735784789644
"238",14.75,"145.1",3.99,"Mouse_Pa","trial_1",4.044,0.0457638867813184
"239",14.75,"191.1",4.366,"Mouse_Pa","trial_1",4.35666666666667,0.0677109871274801
"240",14.75,"193.1",4.089,"Mouse_Pa","trial_1",4.22866666666667,0.102729958845725
"241",15,"KPPR1",3.703,"Mouse_Pa","trial_1",4.269,0.0853836719084593
"242",15,"145.1",3.98,"Mouse_Pa","trial_1",4.03033333333333,0.0435213868243087
"243",15,"191.1",4.378,"Mouse_Pa","trial_1",4.35466666666667,0.0674124947205224
"244",15,"193.1",4.069,"Mouse_Pa","trial_1",4.20966666666667,0.104130260304635
"245",15.25,"KPPR1",3.709,"Mouse_Pa","trial_1",4.27986666666667,0.0857704503819944
"246",15.25,"145.1",3.959,"Mouse_Pa","trial_1",4.007,0.0426184623529911
"247",15.25,"191.1",4.377,"Mouse_Pa","trial_1",4.342,0.0700594985232791
"248",15.25,"193.1",4.045,"Mouse_Pa","trial_1",4.185,0.107363867292493
"249",15.5,"KPPR1",3.714,"Mouse_Pa","trial_1",4.29033333333333,0.0860276625868605
"250",15.5,"145.1",3.944,"Mouse_Pa","trial_1",3.99133333333333,0.0433948281608664
"251",15.5,"191.1",4.374,"Mouse_Pa","trial_1",4.331,0.0711641295410357
"252",15.5,"193.1",4.017,"Mouse_Pa","trial_1",4.16133333333333,0.112065952803596
"253",15.75,"KPPR1",3.721,"Mouse_Pa","trial_1",4.30346666666667,0.0859494240356705
"254",15.75,"145.1",3.931,"Mouse_Pa","trial_1",3.97466666666667,0.0436666666666667
"255",15.75,"191.1",4.367,"Mouse_Pa","trial_1",4.31866666666667,0.072558788425509
"256",15.75,"193.1",3.994,"Mouse_Pa","trial_1",4.13733333333333,0.114649223479465
"257",16,"KPPR1",3.74,"Mouse_Pa","trial_1",4.30906666666667,0.0858055646251158
"258",16,"145.1",3.921,"Mouse_Pa","trial_1",3.95566666666667,0.0402919898297966
"259",16,"191.1",4.361,"Mouse_Pa","trial_1",4.303,0.0735119037979564
"260",16,"193.1",3.974,"Mouse_Pa","trial_1",4.114,0.117287396310658
"261",16.25,"KPPR1",3.746,"Mouse_Pa","trial_1",4.31766666666667,0.0860656264921836
"262",16.25,"145.1",3.902,"Mouse_Pa","trial_1",3.93533333333333,0.0400097210409892
"263",16.25,"191.1",4.331,"Mouse_Pa","trial_1",4.277,0.0727461339178929
"264",16.25,"193.1",3.944,"Mouse_Pa","trial_1",4.083,0.120972448653953
"265",16.5,"KPPR1",3.761,"Mouse_Pa","trial_1",4.32853333333333,0.0859141247141401
"266",16.5,"145.1",3.892,"Mouse_Pa","trial_1",3.92,0.0395137107006332
"267",16.5,"191.1",4.318,"Mouse_Pa","trial_1",4.25633333333333,0.0729436616696597
"268",16.5,"193.1",3.912,"Mouse_Pa","trial_1",4.05133333333333,0.119890690955461
"269",16.75,"KPPR1",3.774,"Mouse_Pa","trial_1",4.33673333333333,0.0860019638018678
"270",16.75,"145.1",3.886,"Mouse_Pa","trial_1",3.90566666666667,0.0385155091417009
"271",16.75,"191.1",4.308,"Mouse_Pa","trial_1",4.23733333333333,0.0747023724151009
"272",16.75,"193.1",3.891,"Mouse_Pa","trial_1",4.02766666666667,0.119594221339402
"273",17,"KPPR1",3.776,"Mouse_Pa","trial_1",4.3456,0.0859542957180207
"274",17,"145.1",3.87,"Mouse_Pa","trial_1",3.88566666666667,0.0391847475996011
"275",17,"191.1",4.278,"Mouse_Pa","trial_1",4.20933333333333,0.0747469806153474
"276",17,"193.1",3.857,"Mouse_Pa","trial_1",3.99733333333333,0.121828203266367
"277",17.25,"KPPR1",3.809,"Mouse_Pa","trial_1",4.35493333333333,0.0851905129228806
"278",17.25,"145.1",3.872,"Mouse_Pa","trial_1",3.87366666666667,0.0366712118395041
"279",17.25,"191.1",4.27,"Mouse_Pa","trial_1",4.189,0.0775263396100534
"280",17.25,"193.1",3.844,"Mouse_Pa","trial_1",3.97366666666667,0.120778493302593
"281",17.5,"KPPR1",3.801,"Mouse_Pa","trial_1",4.35993333333333,0.085218848053069
"282",17.5,"145.1",3.853,"Mouse_Pa","trial_1",3.85866666666667,0.0379224354585925
"283",17.5,"191.1",4.226,"Mouse_Pa","trial_1",4.157,0.0740562849009678
"284",17.5,"193.1",3.813,"Mouse_Pa","trial_1",3.946,0.121198184804889
"285",17.75,"KPPR1",3.811,"Mouse_Pa","trial_1",4.3654,0.085261100380509
"286",17.75,"145.1",3.842,"Mouse_Pa","trial_1",3.84233333333333,0.0395488446242253
"287",17.75,"191.1",4.2,"Mouse_Pa","trial_1",4.13033333333333,0.0742121583330146
"288",17.75,"193.1",3.789,"Mouse_Pa","trial_1",3.917,0.120577775730024
"289",18,"KPPR1",3.818,"Mouse_Pa","trial_1",4.37206666666667,0.0848038895484145
"290",18,"145.1",3.835,"Mouse_Pa","trial_1",3.82633333333333,0.03892442820532
"291",18,"191.1",4.169,"Mouse_Pa","trial_1",4.101,0.0740810367098085
"292",18,"193.1",3.765,"Mouse_Pa","trial_1",3.89066666666667,0.12020861496212
"293",18.25,"KPPR1",3.825,"Mouse_Pa","trial_1",4.37666666666667,0.0845040245120323
"294",18.25,"145.1",3.825,"Mouse_Pa","trial_1",3.81233333333333,0.0374892577206384
"295",18.25,"191.1",4.138,"Mouse_Pa","trial_1",4.07433333333333,0.071815349643683
"296",18.25,"193.1",3.745,"Mouse_Pa","trial_1",3.86233333333333,0.11683368996617
"297",18.5,"KPPR1",3.831,"Mouse_Pa","trial_1",4.38086666666667,0.0846940638087726
"298",18.5,"145.1",3.816,"Mouse_Pa","trial_1",3.798,0.0402781992315115
"299",18.5,"191.1",4.094,"Mouse_Pa","trial_1",4.03966666666667,0.0693405444967886
"300",18.5,"193.1",3.718,"Mouse_Pa","trial_1",3.83566666666667,0.115672430211832
