Loc_ID,Pa14 gene locus,PA01 gene locus,Gene name,Gene description,z-score trial 1,z-score trial 2
ExMr_nr_mas_01_1_A02,PA14_37530,PA2086,NA,putative hydrolase,-1.0953903488633465,1.2358042642961031
ExMr_nr_mas_01_1_A03,PA14_66480,PA5028,NA,putative ATPase nvolved in chromosome partitioning,0.6184766840745125,0.575513929378606
ExMr_nr_mas_01_1_A04,PA14_01720,PA0140,ahpF,alkyl hydroperoxide reductase subunit F,-0.05253920138066484,0.3857339920593437
ExMr_nr_mas_01_1_A05,PA14_51950,NA,NA,hypothetical protein,0.6104358539148448,-0.5577857405554846
ExMr_nr_mas_01_1_A06,PA14_29220,PA2700,NA,putative porin,1.5347245575028055,-0.5793752524961189
ExMr_nr_mas_01_1_A07,PA14_32470,PA2487,NA,hypothetical protein,-1.7185272844843236,0.589786327757395
ExMr_nr_mas_01_1_A08,PA14_44230,NA,NA,hypothetical protein,0.07316265591181546,-0.22407458795859259
ExMr_nr_mas_01_1_A09,PA14_19910,PA3416,NA,"putative pyruvate dehydrogenase E1 component, beta subunit",2.0234544262468934,0.017878626080558443
ExMr_nr_mas_01_1_A10,PA14_29320,PA2691,NA,conserved hypothetical protein,-1.436646457184273,-0.09601935044572137
ExMr_nr_mas_01_1_A11,PA14_41530,PA1781,nirB,assimilatory nitrite reductase large subunit,-0.19664536277496744,0.04337237462287848
ExMr_nr_mas_01_1_A12,PA14_43270,PA1643,NA,putative ATPase,-0.00542626960908234,-0.4796627012376796
ExMr_nr_mas_01_1_B01,PA14_56640,PA4355,NA,putative MFS transporter,0.7992434101893157,0.5579772160059275
ExMr_nr_mas_01_1_B02,PA14_16130,PA3733,NA,putative carnitine dehydratase,0.986417056830591,0.8003075495476796
ExMr_nr_mas_01_1_B03,PA14_73200,PA5551,NA,hypothetical,0.8794102768640211,0.23591405026679266
ExMr_nr_mas_01_1_B04,PA14_36170,PA2207,NA,putative integral membrane protein,0.884889700086879,1.4731929787788645
ExMr_nr_mas_01_1_B05,PA14_10800,PA4109,ampR,transcriptional regulator AmpR,0.7992434101893157,0.10001057568601716
ExMr_nr_mas_01_1_B06,PA14_05050,PA0387,NA,putative Ham1 protein,0.8272887643028674,0.4334491751540223
ExMr_nr_mas_01_1_B07,PA14_50250,PA1095,NA,hypothetical protein,-1.2970399396155026,-0.9794864910331461
ExMr_nr_mas_01_1_B08,PA14_68680,PA5199,envZ,two-component sensor EnvZ,0.6222255527689357,-0.532187127051669
ExMr_nr_mas_01_1_B09,PA14_50140,PA1101,fliF,Flagella M-ring outer membrane protein precursor,-0.9950945489003367,-0.994029402031415
ExMr_nr_mas_01_1_B10,PA14_31850,PA2529,NA,putative protease,-0.6979624811518179,-1.4201627507670336
ExMr_nr_mas_01_1_B11,NA,NA,NA,NA,-1.5725886808903524,-0.4812810218118121
ExMr_nr_mas_01_1_B12,PA14_72140,PA5466,NA,putative permease,-1.4522687607497495,-0.7187706140726967
ExMr_nr_mas_01_1_C01,PA14_63970,PA4838,NA,putative membrane protein,0.0628317938330014,0.36436499605392253
ExMr_nr_mas_01_1_C02,PA14_71630,PA5427,adhA,"alcohol dehydrogenase, zinc-containing",0.06848663399913543,0.8882019159080989
ExMr_nr_mas_01_1_C03,PA14_25830,PA2954,NA,conserved hypothetical protein,-0.004045929033677453,-0.42406831581204185
ExMr_nr_mas_01_1_C04,PA14_14420,NA,NA,hypothetical protein,0.3301775685219536,-1.0866769391514597
ExMr_nr_mas_01_1_C05,PA14_56620,PA4354,NA,putative transcriptional regulator,1.2199899160934802,-0.07262768268361128
ExMr_nr_mas_01_1_C06,PA14_43950,PA1588,sucC,succinyl-CoA synthetase beta subunit,-0.2805593088631538,0.413648412290182
ExMr_nr_mas_01_1_C07,PA14_46960,PA1338,ggt,gamma-glutamyltranspeptidase precursor,-1.0360897570665735,0.4303885904087875
ExMr_nr_mas_01_1_C08,PA14_29920,PA2644,nuoI,NADH Dehydrogenase I chain I,0.3665285377535778,-0.9184602147806343
ExMr_nr_mas_01_1_C09,PA14_58850,PA4536,NA,conserved hypothetical protein,-1.3765049468391293,-0.9771625474597935
ExMr_nr_mas_01_1_C10,PA14_06950,PA0533,NA,"putative transcriptional regulator, LuxR family",1.887923975056238,0.2506846708491264
ExMr_nr_mas_01_1_C11,PA14_52510,PA0908,NA,hypothetical protein,-0.2902507067536584,-0.8882972625478495
ExMr_nr_mas_01_1_C12,PA14_65280,PA4942,hflK,protease subunit HflK,0.8713537005115344,0.10470891693128394
ExMr_nr_mas_01_1_D01,PA14_71700,PA5433,NA,"putative acetyltransferase, GNAT family",1.5839201558213374,0.8738897388953641
ExMr_nr_mas_01_1_D02,PA14_53380,PA0842,NA,probable glycosyl transferase,0.6332806084965238,0.4186040835020287
ExMr_nr_mas_01_1_D03,PA14_26960,PA2871,NA,putative acyl-CoA thioesterase,1.564288116065066,0.1911620717986257
ExMr_nr_mas_01_1_D04,PA14_25220,PA3003,NA,conserved hypothetical protein,0.3383982315464745,-0.4842489569448647
ExMr_nr_mas_01_1_D05,PA14_47300,PA1310,phnW,2-aminoethylphosphonate:pyruvate aminotransferase,1.0474225581968457,0.4112872818572962
ExMr_nr_mas_01_1_D06,PA14_11900,PA4016,NA,hypothetical protein,0.9271939782987104,0.10273106893553108
ExMr_nr_mas_01_1_D07,PA14_43920,PA1590,braB,branched chain amino acid transporter,-1.4309527418089716,-1.3587023894346206
ExMr_nr_mas_01_1_D08,PA14_71620,PA5426,purE,"phosphoribosylaminoimidazole carboxylase, catalytic subunit",-0.6935601445881056,-1.0021872208567373
ExMr_nr_mas_01_1_D09,PA14_32590,PA2478,NA,probable thiol:disulfide interchange protein,0.46061777845586904,-0.4904588847468724
ExMr_nr_mas_01_1_D10,PA14_45980,PA1428,NA,putative acetyltransferase,-1.0256418618260579,-0.7123458599368289
ExMr_nr_mas_01_1_D11,PA14_54750,NA,NA,hypothetical protein,1.3030070294487894,-0.13945881694435958
ExMr_nr_mas_01_1_D12,PA14_41710,PA1767,NA,putative membrain protein,0.6608334456644074,-0.6288275468895281
ExMr_nr_mas_01_1_E01,PA14_03760,PA0287,NA,putative sodium:solute symporter,-1.7896432390983332,0.7871463381019402
ExMr_nr_mas_01_1_E02,PA14_15540,NA,NA,NA,0.08775283466418898,1.1190930002166457
ExMr_nr_mas_01_1_E03,PA14_65250,PA4939,NA,putative ATP phosphoribosyltransferase,-1.4632026599421644,-0.304776925763321
ExMr_nr_mas_01_1_E04,PA14_67850,PA5138,NA,"putative ABC-type amino acid transport protein, periplasmic component",-0.25054910638882544,-0.47049958304643646
ExMr_nr_mas_01_1_E05,PA14_37880,PA2058,NA,putative binding protein component of ABC transporter,1.005922751085234,-0.5506954973042116
ExMr_nr_mas_01_1_E06,PA14_24290,PA3082,gbt,glycine betaine transmethylase,-0.31651311897034884,0.447322003362163
ExMr_nr_mas_01_1_E07,PA14_43380,PA1634,kdpB,"potassium-transporting ATPase, B chain",-0.7266531026195782,-0.43182921159543003
ExMr_nr_mas_01_1_E08,PA14_53000,PA0871,phhB,pterin-4-alpha-carbinolamine dehydratase,-0.5650597542509329,-1.4360049413959122
ExMr_nr_mas_01_1_E09,NA,NA,NA,NA,-0.5950977833517263,-0.13202863238124563
ExMr_nr_mas_01_1_E10,PA14_26400,PA2912,NA,putative ATP-binding component of ABC transporter,0.9612731527705363,-0.08380482879826649
ExMr_nr_mas_01_1_E11,NA,NA,NA,NA,-0.2931403980928176,-0.3008368404053545
ExMr_nr_mas_01_1_E12,PA14_40730,PA1839,NA,putative Fe-S-cluster redox enzyme,0.6521362477886198,0.0050953375573723255
ExMr_nr_mas_01_1_F01,PA14_40510,PA1856,ccoN-2,"putative cytochrome c oxidase, cbb3-type, subunit",0.04407592957616196,1.1394632927089763
ExMr_nr_mas_01_1_F02,PA14_16460,PA3705,NA,CheW domain protein,0.07101991117779562,0.15249410979580366
ExMr_nr_mas_01_1_F03,PA14_04430,PA0339,NA,conserved hypothetical protein,-0.12086391139136488,-1.0275981984557079
ExMr_nr_mas_01_1_F04,PA14_02990,PA0241,NA,putative MFS transporter,-0.930556227319599,-0.6633851110038333
ExMr_nr_mas_01_1_F05,PA14_69950,PA5299,NA,putative acetyl-CoA hydrolase/transferase,0.35946123835249677,-0.6725380806885972
ExMr_nr_mas_01_1_F06,PA14_71470,PA5416,soxB,"sarcosine oxidase, beta subunit",-0.03032439708762193,-0.8914508402516658
ExMr_nr_mas_01_1_F07,PA14_48230,NA,NA,hypothetical protein,0.05463299168654916,-0.5215950230242861
ExMr_nr_mas_01_1_F08,PA14_30800,PA2575,NA,putative nitroreductase,-0.40520615223549056,-0.6597828208715181
ExMr_nr_mas_01_1_F09,PA14_54410,PA0764,mucB,negative regulator for alginate biosynthesis MucB,-0.8549233866163978,-0.052859292210049896
ExMr_nr_mas_01_1_F10,PA14_59240,NA,pilL2,type IV B pilus protein,0.02604886800389593,-0.7246420712138534
ExMr_nr_mas_01_1_F11,PA14_64670,PA4893,ureG,urease accessory protein UreG,-0.510110930783208,-0.250867666542034
ExMr_nr_mas_01_1_F12,PA14_18110,PA3571,mmsR,transcriptional regulator MmsR,-0.24931887152146676,-0.8525648815397777
ExMr_nr_mas_01_1_G01,PA14_52940,PA0875,NA,conserved hypothetical protein,0.2796841786240896,0.25576212453408365
ExMr_nr_mas_01_1_G02,PA14_60990,PA4609,radA,DNA repair protein RadA,0.6484051886995241,-0.15049115352804035
ExMr_nr_mas_01_1_G03,PA14_42230,PA1726,bglX,periplasmic beta-glucosidase,-0.8857025696376322,0.340302917498778
ExMr_nr_mas_01_1_G04,PA14_22510,NA,NA,hypothetical,-1.687778164941782,-0.3939129266993195
ExMr_nr_mas_01_1_G05,NA,NA,NA,NA,-0.28468148096132706,-0.9548356495573984
ExMr_nr_mas_01_1_G06,PA14_31990,PA2521,czcB,"cobalt/zinc/cadmium efflux RND transporter, membrane fusion protein, CzcB famil",-1.0932795543015987,-0.09780249399611005
ExMr_nr_mas_01_1_G07,PA14_54930,NA,NA,putative non-ribosomal peptide synthetase,-1.3647412933905885,-0.8263868787530363
ExMr_nr_mas_01_1_G08,PA14_04490,PA0343,NA,conserved hypothetical protein,-0.8269908224565854,-0.3848660825470671
ExMr_nr_mas_01_1_G09,PA14_17990,PA3580,NA,conserved hypothetical protein,-0.5128897488776191,-0.7830766072884289
ExMr_nr_mas_01_1_G10,PA14_51310,PA1006,NA,conserved hypothetical protein,-2.5203170242222614,-0.2370675757298222
ExMr_nr_mas_01_1_G11,PA14_52270,PA0927,ldhA,D-lactate dehydrogenase (fermentative),-1.3944378293247877,-0.7271599835856235
ExMr_nr_mas_01_1_G12,PA14_41840,PA1756,cysH,3'-phosphoadenosine-5'-phosphosulfate reductase,-0.5238031497387535,-1.791721103420523
ExMr_nr_mas_01_1_H01,PA14_54070,NA,NA,conserved hypothetical protein,0.12243841036766075,1.8057038561101793
ExMr_nr_mas_01_1_H02,PA14_33650,PA2399,pvdD,pyoverdine synthetase D,1.2123586906034198,1.2884360052475525
ExMr_nr_mas_01_1_H03,PA14_24530,PA3060,NA,hypothetical protein,-1.2449364763925308,0.15175774803834682
ExMr_nr_mas_01_1_H04,PA14_43540,PA1622,NA,putative hydrolase,-1.2487812094373738,1.2366396066778178
ExMr_nr_mas_01_1_H05,PA14_31270,NA,NA,conserved hypothetical protein,0.955690731713229,0.22281123235367326
ExMr_nr_mas_01_1_H06,PA14_39800,PA1912,NA,"probable sigma-70 factor, ECF subfamily",0.4801805112312066,-0.9632357628355761
ExMr_nr_mas_01_1_H07,PA14_47140,PA1322,NA,putative TonB-dependent receptor,-2.2111056887775082,-0.6803140397669062
ExMr_nr_mas_01_1_H08,PA14_55330,PA0695,NA,hypothetical protein,-0.8904687050810255,-0.8218445895235588
ExMr_nr_mas_01_1_H09,PA14_69670,PA5277,lysA,diaminopimelate decarboxylase,-0.15348942052380288,-0.8388940520069479
ExMr_nr_mas_01_1_H10,PA14_21180,PA3312,NA,putative 3-hydroxyisobutyrate dehydrogenase,-1.0024863315019206,-0.8708360882217816
ExMr_nr_mas_01_1_H11,PA14_29070,PA2712,NA,putative membrane protein,-1.1193623790521872,-0.354621250307834
ExMr_nr_mas_01_1_H12,PA14_02890,PA0234,NA,conserved hypothetical protein,-0.8272155891043184,-0.03996522362763674
ExMr_nr_mas_01_2_A01,PA14_69990,PA5302,dadX,catabolic alanine racemase,1.34927626346484,0.43956615987721936
ExMr_nr_mas_01_2_A02,PA14_16450,PA3706,NA,putative chemotaxis protein methyltransferase CheR,0.7583365235431676,0.10816874873716661
ExMr_nr_mas_01_2_A03,PA14_55930,PA4305,NA,putative pilus assembly protein,1.4865406256094422,-1.2971905729968496
ExMr_nr_mas_01_2_A04,PA14_02050,PA0164,NA,putative gamma-glutamyltranspeptidase,1.4648849756786875,-1.0013126942997266
ExMr_nr_mas_01_2_A05,PA14_43670,PA1611,NA,putative sensor/response regulator hybrid,1.0685688193908869,-0.9504948861663342
ExMr_nr_mas_01_2_A06,PA14_39240,PA1954,NA,conserved hypothetical protein,0.5446520535499351,-0.8400322246002964
ExMr_nr_mas_01_2_A07,PA14_35340,PA2261,NA,putative 2-ketogluconate kinase,0.6420039281622255,-0.927968071188574
ExMr_nr_mas_01_2_A08,PA14_61870,PA4677,NA,conserved hypothetical protein,0.19945381196347858,-1.6178939726786528
ExMr_nr_mas_01_2_A09,PA14_37760,PA2068,NA,putative MFS transporter,0.10172760311550437,-1.0881532105824043
ExMr_nr_mas_01_2_A10,PA14_00710,PA0059,osmC,osmotically inducible protein OsmC,0.5345257400918076,-0.353562499722542
ExMr_nr_mas_01_2_A11,PA14_17860,PA3590,NA,putative 3-hydroxyacyl-CoA dehydrogenase,-0.08061820225482848,-0.6586748128590802
ExMr_nr_mas_01_2_A12,PA14_47260,PA1313,NA,putative MFS transporter,-0.5831950570926816,0.05807466233458887
ExMr_nr_mas_01_2_B01,PA14_29710,PA2659,NA,conserved hypothetical protein,-0.7109673746620017,-1.6290873302670321
ExMr_nr_mas_01_2_B02,PA14_45590,PA1458,NA,putative two-component sensor,2.399637583186425,-0.7165352191963538
ExMr_nr_mas_01_2_B03,PA14_41990,PA1744,NA,hypothetical protein,1.2115463123699646,-1.8669087391133927
ExMr_nr_mas_01_2_B04,PA14_63160,PA4777,pmrB,two-component sensor,1.117250213518685,-0.5892365979307155
ExMr_nr_mas_01_2_B05,PA14_02150,PA0172,NA,putative serine phosphatase,-0.0988069667519857,-2.003932870527236
ExMr_nr_mas_01_2_B06,PA14_35430,PA2254,pvcA,pyoverdine biosynthesis protein PvcA,0.5419412480687361,-0.5517858164369613
ExMr_nr_mas_01_2_B07,PA14_56900,PA4376,pncB2,nicotinate phosphoribosyltransferase,-0.3574693334772449,-0.6975643699333407
ExMr_nr_mas_01_2_B08,PA14_23670,PA3127,NA,putative bleomycin resistance protein,0.2335298425014379,-0.18421353638189164
ExMr_nr_mas_01_2_B09,PA14_52280,PA0926,NA,hypothetical protein,0.42333519903539085,-0.4535538670270513
ExMr_nr_mas_01_2_B10,PA14_03730,PA0286,NA,putative fatty acid desaturase,-1.9628175545010231,-0.22667117359118652
ExMr_nr_mas_01_2_B11,PA14_18500,PA3545,algG,alginate-c5-mannuronan-epimerase,0.2872182217196166,-0.32846614684210634
ExMr_nr_mas_01_2_B12,PA14_05400,PA0414,NA,probable methylesterase,0.3159528580763042,-1.0801852005986603
ExMr_nr_mas_01_2_C01,PA14_45330,PA1479,ccmE,cytochrome C-type biogenesis protein CcmE,0.8855742921157419,-0.6109277035938372
ExMr_nr_mas_01_2_C02,PA14_69010,PA5225,NA,conserved hypothetical protein,0.6363084385913564,-1.4944150878093225
ExMr_nr_mas_01_2_C03,PA14_62390,PA4714,NA,putative metal-binding protein,0.772640688417329,-1.2034134665984746
ExMr_nr_mas_01_2_C04,PA14_36150,PA2208,NA,conserved hypothetical protein,0.5882255053302714,-1.6300476303055904
ExMr_nr_mas_01_2_C05,PA14_45240,PA1485,NA,putative amino acid permease,0.26024233257541257,-1.3292532581036074
ExMr_nr_mas_01_2_C06,PA14_41830,PA1757,thrH,homoserine kinase,-0.17290330158259568,-1.721908589166567
ExMr_nr_mas_01_2_C07,PA14_70750,PA5360,phoB,two-component response regulator PhoB,-0.5825464655376459,-1.5514395157027243
ExMr_nr_mas_01_2_C08,PA14_71680,PA5431,NA,"putative transcriptional regulator, GntR family",-0.35204862778351326,-1.2537692028128835
ExMr_nr_mas_01_2_C09,PA14_73220,PA5552,glmU,glucosamine-1-phosphate acetyltransferase/N-acetyl,0.11373657459231909,-1.5879239013913347
ExMr_nr_mas_01_2_C10,PA14_30870,NA,NA,hypothetical,0.07569404882494497,-0.8931715984372807
ExMr_nr_mas_01_2_C11,PA14_12440,PA3973,NA,possible transcriptional regulator acrR family,0.6960315075349627,-0.49532284022499595
ExMr_nr_mas_01_2_C12,PA14_17980,PA3581,glpF,glycerol uptake facilitator protein,-0.1810101566625557,-1.8510095988689252
ExMr_nr_mas_01_2_D01,PA14_68120,PA5158,NA,putative outer membrane protein precursor,0.48911885262420385,0.05334354297530983
ExMr_nr_mas_01_2_D02,PA14_29200,PA2702,NA,hypothetical protein,1.5993678799373283,-0.6945005896427593
ExMr_nr_mas_01_2_D03,PA14_19020,PA3484,NA,hypothetical protein,0.9173257234476454,-0.6542446095072597
ExMr_nr_mas_01_2_D04,PA14_34010,PA2369,NA,conserved hypothetical protein,2.219968381031879,-1.6457520163765393
ExMr_nr_mas_01_2_D05,PA14_50980,PA1032,NA,probable penicillin amidase,2.3283580424046986,-0.744531323343006
ExMr_nr_mas_01_2_D06,PA14_48390,PA1229,NA,putative transcriptional regulator araC family,0.9906259923211659,-0.529741310910862
ExMr_nr_mas_01_2_D07,PA14_33720,PA2394,NA,putative aminotransferase,1.7819858066941585,-1.0399000943164656
ExMr_nr_mas_01_2_D08,PA14_46180,PA1412,NA,putative membrane protein,1.9096259765461432,-0.43906295111998517
ExMr_nr_mas_01_2_D09,PA14_38550,PA2007,maiA,maleylacetoacetate isomerase,-0.29644453068454857,-2.6541774467838657
ExMr_nr_mas_01_2_D10,PA14_55900,PA4303,NA,putative pilus assembly protein,-0.747924437322571,-0.3580633438864883
ExMr_nr_mas_01_2_D11,PA14_12740,PA3952,NA,conserved hypothetical protein,0.11663852581783234,-0.20075042243339822
ExMr_nr_mas_01_2_D12,PA14_70100,PA5309,NA,putative Glycine/D-amino acid oxidase,0.3761867149334736,-0.50451994241757
ExMr_nr_mas_01_2_E01,PA14_00680,PA0056,NA,"putative transcriptional regulator, LysR family",-0.10301186211489129,0.3118413794182916
ExMr_nr_mas_01_2_E02,PA14_32970,PA2447,NA,probable transcriptional regulator,0.4683038717581992,0.19384586645627194
ExMr_nr_mas_01_2_E03,PA14_15580,NA,NA,NA,0.1513577953402754,-0.9957766713342343
ExMr_nr_mas_01_2_E04,PA14_47930,PA1259,NA,conserved hypothetical protein,0.8934417437748947,-1.3390552815875671
ExMr_nr_mas_01_2_E05,PA14_29160,PA2705,NA,conserved hypothetical protein,1.2392701881605266,-0.7064851476600702
ExMr_nr_mas_01_2_E06,PA14_11290,PA4065,NA,putative permease,0.6849097189672981,0.38004224377884377
ExMr_nr_mas_01_2_E07,PA14_52250,PA0929,NA,two-component response regulator,0.008560286467078293,-0.0599489386272548
ExMr_nr_mas_01_2_E08,PA14_18410,PA3550,algF,alginate O-acetyltransferase,-0.5291597876462667,-1.3633155136908561
ExMr_nr_mas_01_2_E09,PA14_02030,PA0163,NA,"putative transcriptional regulator, AraC family",-0.3666535029944673,-0.8688352500754509
ExMr_nr_mas_01_2_E10,PA14_65970,PA4989,NA,putative transcriptional regulator,0.3363440739334508,-0.7799735419823258
ExMr_nr_mas_01_2_E11,PA14_01800,PA0146,NA,putative basic membrane protein (bmp),0.19162260530877767,-0.1875692945777469
ExMr_nr_mas_01_2_E12,PA14_66100,NA,NA,putative membrane protein,0.9567060863512992,-0.09933127999277902
ExMr_nr_mas_01_2_F01,PA14_02310,PA0183,atsA,arylsulfatase,0.7389215446875549,-0.231607456212491
ExMr_nr_mas_01_2_F02,PA14_51930,PA0953,NA,probable thioredoxin,-0.1044141194946985,-0.8554164801157
ExMr_nr_mas_01_2_F03,PA14_68670,PA5198,NA,putative carboxypeptidase,0.6656206396408686,-1.8715530934349616
ExMr_nr_mas_01_2_F04,PA14_36880,PA2141,NA,putative ompetence-damaged protein,0.2617545355940368,-1.222365579800619
ExMr_nr_mas_01_2_F05,PA14_13620,PA3887,nhaP,Na+/H+ antiporter NhaP,-0.04082697054517562,0.25334476860766164
ExMr_nr_mas_01_2_F06,PA14_61000,PA4610,NA,conserved hypothetical protein,-0.3310355297305605,-0.6514772170038091
ExMr_nr_mas_01_2_F07,PA14_43900,PA1592,NA,conserved hypothetical protein,0.7271734921304117,-0.15742771657149074
ExMr_nr_mas_01_2_F08,PA14_19670,PA3433,NA,"putative transcriptional regulator, LysR family",1.0002118355301295,-1.4102416156483784
ExMr_nr_mas_01_2_F09,PA14_27730,PA2815,NA,putative acyl-CoA dehydrogenase,1.9955486343812054,-0.839463114171386
ExMr_nr_mas_01_2_F10,PA14_05540,PA0426,mexB,RND multidrug efflux transporter MexB,0.6659751015453779,-0.5096649953806415
ExMr_nr_mas_01_2_F11,PA14_05600,PA0431,NA,conserved hypothetical protein,-0.009963810686842952,-1.0343321571631678
ExMr_nr_mas_01_2_F12,PA14_25320,PA2997,nqrC,Na+-translocating NADH:ubiquinone oxidoreductase subunit Nrq3,0.25229729001494267,-1.2474162334391474
ExMr_nr_mas_01_2_G01,PA14_41780,PA1762,NA,putative peptidase,0.9981949782825181,0.31160169459362963
ExMr_nr_mas_01_2_G02,PA14_68430,PA5180,NA,putative formate dehydrogenase accessory protein FdhD,0.45163876971381467,-1.2871452886218886
ExMr_nr_mas_01_2_G03,PA14_55890,PA4302,NA,putative type II secretion system protein,0.6334587565461202,-0.9040799930238141
ExMr_nr_mas_01_2_G04,PA14_71140,PA5386,NA,putative 3-hydroxyacyl-CoA dehydrogenase,0.9361979888651456,-0.42353341234744124
ExMr_nr_mas_01_2_G05,PA14_47230,PA1316,NA,putative MFS transporter,0.8540055993534529,-0.5406184352054622
ExMr_nr_mas_01_2_G06,PA14_08030,PA0618,NA,putative phage baseplate assembly protein,-0.32356266901349184,-0.8408859807574361
ExMr_nr_mas_01_2_G07,PA14_33340,NA,NA,hypothetical,-0.8852488404815184,-0.616980767936427
ExMr_nr_mas_01_2_G08,PA14_54330,PA0770,rnc,ribonuclease III,0.08483750811587165,-1.5138937972223676
ExMr_nr_mas_01_2_G09,PA14_56840,PA4371,NA,putative thiol oxidoreductase,-1.1671080352816035,-0.7023020563781514
ExMr_nr_mas_01_2_G10,PA14_45700,PA1451,NA,conserved hypothetical protein,0.11547790616242935,-0.7616664822930853
ExMr_nr_mas_01_2_G11,PA14_34820,PA2304,NA,putative regulatory protein,-0.6569205499036672,-0.9141429114545565
ExMr_nr_mas_01_2_G12,PA14_05310,PA0407,gshB,"glutathione synthetase""",-0.8207006186407744,-1.0560439007055993
ExMr_nr_mas_01_2_H01,PA14_59100,NA,NA,Conserved Hypothetical Protein,0.5794271468673179,0.533905095093045
ExMr_nr_mas_01_2_H02,PA14_55170,NA,cat,chloramphenicol acetyltransferase,0.5831993806800099,0.4287400048379257
ExMr_nr_mas_01_2_H03,PA14_68900,PA5217,NA,"putative iron ABC transporter, periplasmic iron-binding protein",0.5464586076572894,-0.5793752524961189
ExMr_nr_mas_01_2_H04,PA14_09760,PA4185,NA,"putative transcriptional regulator, GntR family",0.40562668225643045,0.05907026254532627
ExMr_nr_mas_01_2_H05,PA14_43760,PA1604,NA,conserved hypothetical protein,0.6526690754086201,0.1259340449601379
ExMr_nr_mas_01_2_H06,PA14_14380,PA3837,NA,putative transmembrane component of ABC transporte,-2.344177390085527,-1.0996792881510675
ExMr_nr_mas_01_2_H07,PA14_42340,PA1717,pscD,type III export protein PscD,0.0823097971149387,-1.316104296353021
ExMr_nr_mas_01_2_H08,PA14_52140,PA0937,NA,conserved hypothetical protein,-1.2449364763925308,-0.3968424602573115
ExMr_nr_mas_01_2_H09,PA14_50710,PA1056,NA,probable NADH dehydrogenase,-1.7032631129811753,-0.5523310424475052
ExMr_nr_mas_01_2_H10,PA14_39860,PA1907,NA,putative dienelactone hydrolase,-1.5951534526092648,-0.7627916294779448
ExMr_nr_mas_01_2_H11,PA14_18350,PA3554,NA,putative transformylase,-0.1984753966195255,-0.45140508900596993
ExMr_nr_mas_01_2_H12,PA14_56520,PA4346,NA,conserved hypothetical protein,0.1684539212502653,-0.0574160620653898
ExMr_nr_mas_01_3_A01,PA14_41860,PA1755,NA,hypothetical protein,1.1998364041595289,-0.23654737288376465
ExMr_nr_mas_01_3_A02,PA14_28630,PA2745,NA,putative hydrolase,1.857062804781924,0.4301531029810893
ExMr_nr_mas_01_3_A03,PA14_06750,PA0519,nirS,nitrite reductase precursor,1.114280535109279,-0.17389864021438786
ExMr_nr_mas_01_3_A04,PA14_50820,PA1047,NA,probable esterase,2.371601001508561,0.40703515226088444
ExMr_nr_mas_01_3_A05,PA14_10540,PA4131,NA,putative iron-sulfur cluster-binding protein,1.051924180837379,-0.18550401401110997
ExMr_nr_mas_01_3_A06,PA14_10300,PA4146,NA,putative efflux protein,1.22923238716515,0.1493026250707118
ExMr_nr_mas_01_3_A07,PA14_21990,PA3247,NA,putative aspartyl aminopeptidase,1.365311052856808,1.0247141600526675
ExMr_nr_mas_01_3_A08,PA14_62300,PA4708,NA,putative periplasmic binding protein,0.6286469853492447,-0.2217385196769834
PAMr_nr_mas_01_1_A01,PA14_28410,PA2759,NA,hypothetical protein,-1.0284262689120307,-1.336909865096081
PAMr_nr_mas_01_1_A02,PA14_42500,PA1703,pcrD,type III secretory apparatus protein PcrD,-1.0319085139087016,-1.5561871137225312
PAMr_nr_mas_01_1_A03,PA14_31260,NA,NA,putative RadC-like protein,-1.6684754938865605,-0.7425677894554444
PAMr_nr_mas_01_1_A04,PA14_28280,PA2770,NA,"putative phenazine biosynthesis protein, PhzF family",-1.3600909250418411,-0.1684896605280486
PAMr_nr_mas_01_1_A05,PA14_68610,PA5193,hslO,"putative chaperonin, 33 kDa",-1.4344178670814902,-0.8971884177778261
PAMr_nr_mas_01_1_A06,PA14_72540,PA5497,NA,putative ribonucleotide reductase,-2.5578029992191667,-1.4550026977907418
PAMr_nr_mas_01_1_A07,PA14_51080,PA1024,NA,Putative dioxygenase,-2.248477097752635,-0.46296286990204577
PAMr_nr_mas_01_1_A08,PA14_53620,PA0826,NA,hypothetical protein,-2.0733895097226496,-1.511377235753466
PAMr_nr_mas_01_1_A09,PA14_01640,PA0133,NA,"putative transcriptional regulator, LysR family",-2.1845472663440106,-0.876556058313289
PAMr_nr_mas_01_1_A10,PA14_00380,PA0031,betC,choline sulfatase,-1.357155622728855,-1.3020664324297138
PAMr_nr_mas_01_1_A11,PA14_14480,PA3830,NA,putative transcriptional regulator,-1.971980397874431,-0.6277246381907933
PAMr_nr_mas_01_1_A12,PA14_33320,NA,NA,hypothetical,-1.975487372411142,-0.7799735419823258
PAMr_nr_mas_01_1_B01,PA14_36520,PA2171,NA,conserved hypothetical protein,-1.080629656949189,-0.28431369969079034
PAMr_nr_mas_01_1_B02,PA14_40710,PA1840,NA,conserved hypothetical protein,-0.8195780303323524,-1.049581716561586
PAMr_nr_mas_01_1_B03,PA14_61340,NA,NA,conserved hypothetical protein,-1.010349640679602,-1.0925839746207573
PAMr_nr_mas_01_1_B04,PA14_12760,PA3950,NA,probable ATP-dependent RNA helicase,-0.5674316388769154,-1.0757626133778968
PAMr_nr_mas_01_1_B05,PA14_32750,PA2465,NA,hypothetical protein,-0.5652753431296702,-0.8665493082203591
