"","competition","trial","culture_conditions","Condition","Timepoint_hr","CFU_per_mL_total","mean_CFU_per_mL","log_mean_CFU_per_mL","sem_CFU_per_mL","log_sem_CFU_per_mL","fold_change","log_fold_change","mean_fold_change","mean_log_fold_change"
"64","DTT","trial_1","control","LB_DTT_0.5","T0",3e+06,3050000,6.48429983934679,95742.7107756337,4.9811057195553,NA,NA,NA,NA
"65","DTT","trial_1","spent","JV537_sp","T0",1400000,2750000,6.43933269383026,478713.553878169,5.68007572389132,NA,NA,NA,NA
"66","DTT","trial_1","spent","JV537_sp_DTT_50","T0",1e+06,2300000,6.36172783601759,532290.647422377,5.72614883549732,NA,NA,NA,NA
"67","DTT","trial_1","spent","JV537_sp_DTT_5","T0",1600000,3200000,6.50514997831991,848528.137423857,5.92866624821563,NA,NA,NA,NA
"68","DTT","trial_1","spent","JV537_sp_DTT_0.5","T0",1800000,3650000,6.56229286445647,793200.26895272,5.89938285279078,NA,NA,NA,NA
"69","DTT","trial_1","control","LB","T24",6.6e+10,2.465e+10,10.3918169236132,14785888542.7965,10.1698474281275,33000,4.51851393987789,10901.0416666667,4.03746799963514
"70","DTT","trial_1","control","LB_DTT_50","T24",2.6e+09,9.88e+09,9.99475694458763,8721326351.72732,9.9405825380785,1181.81818181818,3.07255066714861,2872.53787878788,3.45826576423242
"71","DTT","trial_1","control","LB_DTT_5","T24",4.4e+10,1.915e+10,10.2821687783046,9496095688.93097,9.97754508220657,20000,4.30102999566398,7414.26282051282,3.87006797682106
"72","DTT","trial_1","control","LB_DTT_0.5","T24",6.2e+10,2.415e+10,10.3829171350875,13614544918.334,10.134003129131,20666.6666666667,4.31527043477859,7914.43452380952,3.89841989052342
"73","DTT","trial_1","spent","JV537_sp","T24",2.6e+07,1081501150,9.03402698557667,975196435.349304,8.98909210512985,18.5714285714286,1.26884531229258,343.928890873016,2.53646865915937
"74","DTT","trial_1","spent","JV537_sp_DTT_50","T24",20000,1355199.75,6.13200331287032,1348274.66755358,6.1297783747302,0.02,-1.69897000433602,0.380085113636364,-0.420119139584442
"75","DTT","trial_1","spent","JV537_sp_DTT_5","T24",4600000,106150100,8.02592040763464,98043266.4185052,7.99141777181608,2.875,0.458637849025649,38.2187678571429,1.58227668163397
"76","DTT","trial_1","spent","JV537_sp_DTT_0.5","T24",6.2e+07,177000950,8.24797559731464,141610573.643246,8.15109568205059,34.4444444444444,1.53711918439495,58.3612807539683,1.76612481403495
"77","DTT","trial_2","control","LB","T0",3e+06,2950000,6.46982201597816,340342.964277702,5.53191677710323,NA,NA,NA,NA
"78","DTT","trial_2","control","LB_DTT_50","T0",3600000,2950000,6.46982201597816,377491.721763537,5.57690743217226,NA,NA,NA,NA
"79","DTT","trial_2","control","LB_DTT_5","T0",3600000,2900000,6.46239799789896,310912.63510296,5.49263837158965,NA,NA,NA,NA
"80","DTT","trial_2","control","LB_DTT_0.5","T0",3200000,3050000,6.48429983934679,95742.7107756337,4.9811057195553,NA,NA,NA,NA
"81","DTT","trial_2","spent","JV537_sp","T0",3600000,2750000,6.43933269383026,478713.553878169,5.68007572389132,NA,NA,NA,NA
"82","DTT","trial_2","spent","JV537_sp_DTT_50","T0",2200000,2300000,6.36172783601759,532290.647422377,5.72614883549732,NA,NA,NA,NA
"83","DTT","trial_2","spent","JV537_sp_DTT_5","T0",5600000,3200000,6.50514997831991,848528.137423857,5.92866624821563,NA,NA,NA,NA
"84","DTT","trial_2","spent","JV537_sp_DTT_0.5","T0",5600000,3650000,6.56229286445647,793200.26895272,5.89938285279078,NA,NA,NA,NA
"85","DTT","trial_2","control","LB","T24",2.6e+10,2.465e+10,10.3918169236132,14785888542.7965,10.1698474281275,8666.66666666667,3.93785209325116,10901.0416666667,4.03746799963514
"86","DTT","trial_2","control","LB_DTT_50","T24",3.6e+10,9.88e+09,9.99475694458763,8721326351.72732,9.9405825380785,10000,4,2872.53787878788,3.45826576423242
"87","DTT","trial_2","control","LB_DTT_5","T24",2.4e+10,1.915e+10,10.2821687783046,9496095688.93097,9.97754508220657,6666.66666666667,3.82390874094432,7414.26282051282,3.87006797682106
"88","DTT","trial_2","control","LB_DTT_0.5","T24",2.6e+10,2.415e+10,10.3829171350875,13614544918.334,10.134003129131,8125,3.90982336965091,7914.43452380952,3.89841989052342
"89","DTT","trial_2","spent","JV537_sp","T24",4600,1081501150,9.03402698557667,975196435.349304,8.98909210512985,0.00127777777777778,-2.89354466908571,343.928890873016,2.53646865915937
"90","DTT","trial_2","spent","JV537_sp_DTT_50","T24",199,1355199.75,6.13200331287032,1348274.66755358,6.1297783747302,9.04545454545454e-05,-4.0435696044125,0.380085113636364,-0.420119139584442
"91","DTT","trial_2","spent","JV537_sp_DTT_5","T24",400,106150100,8.02592040763464,98043266.4185052,7.99141777181608,7.14285714285714e-05,-4.14612803567824,38.2187678571429,1.58227668163397
"92","DTT","trial_2","spent","JV537_sp_DTT_0.5","T24",3800,177000950,8.24797559731464,141610573.643246,8.15109568205059,0.000678571428571429,-3.16840443038939,58.3612807539683,1.76612481403495
"93","DTT","trial_4","control","LB","T0",3200000,2950000,6.46982201597816,340342.964277702,5.53191677710323,NA,NA,NA,NA
"94","DTT","trial_4","control","LB_DTT_50","T0",2400000,2950000,6.46982201597816,377491.721763537,5.57690743217226,NA,NA,NA,NA
"95","DTT","trial_4","control","LB_DTT_5","T0",2600000,2900000,6.46239799789896,310912.63510296,5.49263837158965,NA,NA,NA,NA
"96","DTT","trial_4","control","LB_DTT_0.5","T0",2800000,3050000,6.48429983934679,95742.7107756337,4.9811057195553,NA,NA,NA,NA
"97","DTT","trial_4","spent","JV537_sp","T0",3200000,2750000,6.43933269383026,478713.553878169,5.68007572389132,NA,NA,NA,NA
"98","DTT","trial_4","spent","JV537_sp_DTT_50","T0",2400000,2300000,6.36172783601759,532290.647422377,5.72614883549732,NA,NA,NA,NA
"99","DTT","trial_4","spent","JV537_sp_DTT_5","T0",2800000,3200000,6.50514997831991,848528.137423857,5.92866624821563,NA,NA,NA,NA
"100","DTT","trial_4","spent","JV537_sp_DTT_0.5","T0",3200000,3650000,6.56229286445647,793200.26895272,5.89938285279078,NA,NA,NA,NA
"101","DTT","trial_4","control","LB","T24",3e+09,2.465e+10,10.3918169236132,14785888542.7965,10.1698474281275,937.5,2.97197127639976,10901.0416666667,4.03746799963514
"102","DTT","trial_4","control","LB_DTT_50","T24",3.8e+08,9.88e+09,9.99475694458763,8721326351.72732,9.9405825380785,158.333333333333,2.1995723549052,2872.53787878788,3.45826576423242
"103","DTT","trial_4","control","LB_DTT_5","T24",4.2e+09,1.915e+10,10.2821687783046,9496095688.93097,9.97754508220657,1615.38461538462,3.20827594242708,7414.26282051282,3.87006797682106
"104","DTT","trial_4","control","LB_DTT_0.5","T24",4e+09,2.415e+10,10.3829171350875,13614544918.334,10.134003129131,1428.57142857143,3.15490195998574,7914.43452380952,3.89841989052342
"105","DTT","trial_4","spent","JV537_sp","T24",4e+09,1081501150,9.03402698557667,975196435.349304,8.98909210512985,1250,3.09691001300806,343.928890873016,2.53646865915937
"106","DTT","trial_4","spent","JV537_sp_DTT_50","T24",600,1355199.75,6.13200331287032,1348274.66755358,6.1297783747302,0.00025,-3.60205999132796,0.380085113636364,-0.420119139584442
"107","DTT","trial_4","spent","JV537_sp_DTT_5","T24",4e+08,106150100,8.02592040763464,98043266.4185052,7.99141777181608,142.857142857143,2.15490195998574,38.2187678571429,1.58227668163397
"108","DTT","trial_4","spent","JV537_sp_DTT_0.5","T24",6e+08,177000950,8.24797559731464,141610573.643246,8.15109568205059,187.5,2.27300127206374,58.3612807539683,1.76612481403495
"109","DTT","trial_5","control","LB","T0",3600000,2950000,6.46982201597816,340342.964277702,5.53191677710323,NA,NA,NA,NA
