"","Time","strain","OD600","expt","trial","mean_OD600","sem_OD600"
"1",0,"KPPR1",0.016,"Mouse_Pa","trial_1",0.00893333333333333,0.00141241659396958
"2",0,"145.1",0.001,"Mouse_Pa","trial_1",0.00366666666666667,0.00145296631451356
"3",0,"191.1",0.004,"Mouse_Pa","trial_1",0.014,0.00901849950564579
"4",0,"193.1",0.01,"Mouse_Pa","trial_1",0.011,0.00321455025366432
"5",0.25,"KPPR1",0.017,"Mouse_Pa","trial_1",0.0108666666666667,0.00126816953450789
"6",0.25,"145.1",0.002,"Mouse_Pa","trial_1",0.00366666666666667,0.00120185042515466
"7",0.25,"191.1",0.004,"Mouse_Pa","trial_1",0.013,0.00850490054811538
"8",0.25,"193.1",0.01,"Mouse_Pa","trial_1",0.0106666666666667,0.00290593262902712
"9",0.5,"KPPR1",0.02,"Mouse_Pa","trial_1",0.0148,0.00170209954384074
"10",0.5,"145.1",0.001,"Mouse_Pa","trial_1",0.003,0.00152752523165195
"11",0.5,"191.1",0.002,"Mouse_Pa","trial_1",0.012,0.00854400374531753
"12",0.5,"193.1",0.01,"Mouse_Pa","trial_1",0.0103333333333333,0.00317979733805649
"13",0.75,"KPPR1",0.026,"Mouse_Pa","trial_1",0.0190666666666667,0.00213690177742198
"14",0.75,"145.1",0.003,"Mouse_Pa","trial_1",0.004,0.001
"15",0.75,"191.1",0.001,"Mouse_Pa","trial_1",0.012,0.00862167810425171
"16",0.75,"193.1",0.01,"Mouse_Pa","trial_1",0.01,0.00346410161513775
"17",1,"KPPR1",0.036,"Mouse_Pa","trial_1",0.0243333333333333,0.00277860305200921
"18",1,"145.1",0.002,"Mouse_Pa","trial_1",0.00433333333333333,0.00145296631451356
"19",1,"191.1",0.003,"Mouse_Pa","trial_1",0.0133333333333333,0.00841295297608264
"20",1,"193.1",0.013,"Mouse_Pa","trial_1",0.0116666666666667,0.00409606857581484
"21",1.25,"KPPR1",0.051,"Mouse_Pa","trial_1",0.0305333333333333,0.00357086979755789
"22",1.25,"145.1",0.009,"Mouse_Pa","trial_1",0.008,0.001
"23",1.25,"191.1",0.006,"Mouse_Pa","trial_1",0.0153333333333333,0.00788106027835793
"24",1.25,"193.1",0.018,"Mouse_Pa","trial_1",0.0146666666666667,0.004371625682868
"25",1.5,"KPPR1",0.074,"Mouse_Pa","trial_1",0.039,0.00445613541728063
"26",1.5,"145.1",0.013,"Mouse_Pa","trial_1",0.0113333333333333,0.000881917103688197
"27",1.5,"191.1",0.009,"Mouse_Pa","trial_1",0.018,0.00850490054811538
"28",1.5,"193.1",0.022,"Mouse_Pa","trial_1",0.0183333333333333,0.0047022453265553
"29",1.75,"KPPR1",0.099,"Mouse_Pa","trial_1",0.0510666666666667,0.00589791461665874
"30",1.75,"145.1",0.018,"Mouse_Pa","trial_1",0.014,0.00264575131106459
"31",1.75,"191.1",0.015,"Mouse_Pa","trial_1",0.0216666666666667,0.00821245666316995
"32",1.75,"193.1",0.03,"Mouse_Pa","trial_1",0.023,0.00602771377334171
"33",2,"KPPR1",0.131,"Mouse_Pa","trial_1",0.0685333333333333,0.00759063750799482
"34",2,"145.1",0.027,"Mouse_Pa","trial_1",0.021,0.00321455025366432
"35",2,"191.1",0.023,"Mouse_Pa","trial_1",0.0276666666666667,0.00785988408170106
"36",2,"193.1",0.05,"Mouse_Pa","trial_1",0.033,0.0101159939369957
"37",2.25,"KPPR1",0.165,"Mouse_Pa","trial_1",0.0904,0.00931961576972131
"38",2.25,"145.1",0.039,"Mouse_Pa","trial_1",0.03,0.00493288286231625
"39",2.25,"191.1",0.043,"Mouse_Pa","trial_1",0.0383333333333333,0.00841295297608264
"40",2.25,"193.1",0.075,"Mouse_Pa","trial_1",0.0483333333333333,0.0155920207513687
"41",2.5,"KPPR1",0.194,"Mouse_Pa","trial_1",0.117666666666667,0.0109595214818491
"42",2.5,"145.1",0.06,"Mouse_Pa","trial_1",0.042,0.00901849950564579
"43",2.5,"191.1",0.068,"Mouse_Pa","trial_1",0.0583333333333333,0.0144029318003122
"44",2.5,"193.1",0.129,"Mouse_Pa","trial_1",0.0753333333333333,0.0290994463483032
"45",2.75,"KPPR1",0.212,"Mouse_Pa","trial_1",0.143133333333333,0.0109895477036209
"46",2.75,"145.1",0.128,"Mouse_Pa","trial_1",0.0743333333333333,0.026847304851284
"47",2.75,"191.1",0.124,"Mouse_Pa","trial_1",0.0953333333333333,0.0207551867680775
"48",2.75,"193.1",0.159,"Mouse_Pa","trial_1",0.107333333333333,0.0312641079265736
"49",3,"KPPR1",0.238,"Mouse_Pa","trial_1",0.168466666666667,0.0103357293689077
"50",3,"145.1",0.174,"Mouse_Pa","trial_1",0.109333333333333,0.0323539453201272
"51",3,"191.1",0.156,"Mouse_Pa","trial_1",0.142,0.0130128141972954
"52",3,"193.1",0.198,"Mouse_Pa","trial_1",0.145666666666667,0.0276546158493981
"53",3.25,"KPPR1",0.263,"Mouse_Pa","trial_1",0.189133333333333,0.0104825781392005
"54",3.25,"145.1",0.197,"Mouse_Pa","trial_1",0.165,0.0165025250593154
"55",3.25,"191.1",0.18,"Mouse_Pa","trial_1",0.163333333333333,0.0156773013550731
"56",3.25,"193.1",0.245,"Mouse_Pa","trial_1",0.18,0.0337095436535906
"57",3.5,"KPPR1",0.292,"Mouse_Pa","trial_1",0.2092,0.0113507708989302
"58",3.5,"145.1",0.25,"Mouse_Pa","trial_1",0.197666666666667,0.0261682589749066
"59",3.5,"191.1",0.213,"Mouse_Pa","trial_1",0.189666666666667,0.0194707758220136
"60",3.5,"193.1",0.284,"Mouse_Pa","trial_1",0.210666666666667,0.0379575786606282
"61",3.75,"KPPR1",0.316,"Mouse_Pa","trial_1",0.230133333333333,0.012782006201676
"62",3.75,"145.1",0.321,"Mouse_Pa","trial_1",0.233,0.0440151489073175
"63",3.75,"191.1",0.253,"Mouse_Pa","trial_1",0.221333333333333,0.0245515331044271
"64",3.75,"193.1",0.331,"Mouse_Pa","trial_1",0.249666666666667,0.0422742369666338
"65",4,"KPPR1",0.344,"Mouse_Pa","trial_1",0.253533333333333,0.0138154043308691
"66",4,"145.1",0.384,"Mouse_Pa","trial_1",0.282,0.0510130702206144
"67",4,"191.1",0.305,"Mouse_Pa","trial_1",0.267666666666667,0.0296947432684268
"68",4,"193.1",0.395,"Mouse_Pa","trial_1",0.298,0.0524309069156733
"69",4.25,"KPPR1",0.373,"Mouse_Pa","trial_1",0.277933333333333,0.0147984769701115
"70",4.25,"145.1",0.458,"Mouse_Pa","trial_1",0.353,0.0525198375219625
"71",4.25,"191.1",0.373,"Mouse_Pa","trial_1",0.325,0.0366606055596467
"72",4.25,"193.1",0.458,"Mouse_Pa","trial_1",0.354333333333333,0.0559533535883041
"73",4.5,"KPPR1",0.401,"Mouse_Pa","trial_1",0.305133333333333,0.01563752101492
"74",4.5,"145.1",0.551,"Mouse_Pa","trial_1",0.436666666666667,0.0572256741137907
"75",4.5,"191.1",0.444,"Mouse_Pa","trial_1",0.384666666666667,0.0438798865591565
"76",4.5,"193.1",0.526,"Mouse_Pa","trial_1",0.422333333333333,0.0573478663751127
"77",4.75,"KPPR1",0.434,"Mouse_Pa","trial_1",0.3324,0.0165295694640443
"78",4.75,"145.1",0.677,"Mouse_Pa","trial_1",0.542333333333333,0.067533530766411
"79",4.75,"191.1",0.788,"Mouse_Pa","trial_1",0.548,0.124741065144295
"80",4.75,"193.1",0.586,"Mouse_Pa","trial_1",0.485666666666667,0.0586126645397088
"81",5,"KPPR1",0.467,"Mouse_Pa","trial_1",0.363,0.0172433562085034
"82",5,"145.1",0.914,"Mouse_Pa","trial_1",0.676333333333333,0.118912199168593
"83",5,"191.1",1.417,"Mouse_Pa","trial_1",0.805666666666667,0.307495438087209
"84",5,"193.1",0.641,"Mouse_Pa","trial_1",0.573666666666667,0.0543946484295815
"85",5.25,"KPPR1",0.508,"Mouse_Pa","trial_1",0.395266666666667,0.0184740401301437
"86",5.25,"145.1",1.423,"Mouse_Pa","trial_1",1.06833333333333,0.241913437227268
"87",5.25,"191.1",1.681,"Mouse_Pa","trial_1",0.941333333333333,0.370500712250028
"88",5.25,"193.1",0.655,"Mouse_Pa","trial_1",0.762,0.10008163334665
"89",5.5,"KPPR1",0.56,"Mouse_Pa","trial_1",0.4284,0.0197577712257614
"90",5.5,"145.1",1.643,"Mouse_Pa","trial_1",1.37766666666667,0.375802400796542
"91",5.5,"191.1",1.922,"Mouse_Pa","trial_1",1.20433333333333,0.373339136859654
"92",5.5,"193.1",0.634,"Mouse_Pa","trial_1",0.941,0.26610712128765
"93",5.75,"KPPR1",0.624,"Mouse_Pa","trial_1",0.4642,0.0217477311350819
"94",5.75,"145.1",1.867,"Mouse_Pa","trial_1",1.59066666666667,0.474641033952092
"95",5.75,"191.1",2.163,"Mouse_Pa","trial_1",1.51333333333333,0.434760598235141
"96",5.75,"193.1",0.628,"Mouse_Pa","trial_1",1.024,0.350529599320799
"97",6,"KPPR1",0.697,"Mouse_Pa","trial_1",0.502733333333333,0.0242874583874195
"98",6,"145.1",2.169,"Mouse_Pa","trial_1",1.75866666666667,0.553555276774095
"99",6,"191.1",2.38,"Mouse_Pa","trial_1",1.69933333333333,0.527914555375941
"100",6,"193.1",0.646,"Mouse_Pa","trial_1",1.09733333333333,0.424619568293523
"101",6.25,"KPPR1",0.762,"Mouse_Pa","trial_1",0.544133333333333,0.0263040584713365
"102",6.25,"145.1",2.723,"Mouse_Pa","trial_1",2.10066666666667,0.580352287647579
"103",6.25,"191.1",2.555,"Mouse_Pa","trial_1",1.82533333333333,0.598379014040804
"104",6.25,"193.1",0.684,"Mouse_Pa","trial_1",1.17666666666667,0.494167425519372
"105",6.5,"KPPR1",0.82,"Mouse_Pa","trial_1",0.584333333333333,0.0279487058507216
"106",6.5,"145.1",3.226,"Mouse_Pa","trial_1",2.64666666666667,0.375551298463709
"107",6.5,"191.1",2.74,"Mouse_Pa","trial_1",1.94466666666667,0.658457119164018
"108",6.5,"193.1",0.73,"Mouse_Pa","trial_1",1.24633333333333,0.536963789385384
"109",6.75,"KPPR1",0.879,"Mouse_Pa","trial_1",0.6266,0.0291756258348839
"110",6.75,"145.1",3.308,"Mouse_Pa","trial_1",2.863,0.273843629345898
"111",6.75,"191.1",2.867,"Mouse_Pa","trial_1",2.05,0.699028611717718
"112",6.75,"193.1",0.793,"Mouse_Pa","trial_1",1.335,0.581436152986723
"113",7,"KPPR1",0.925,"Mouse_Pa","trial_1",0.6704,0.029720892122738
"114",7,"145.1",3.411,"Mouse_Pa","trial_1",3.43933333333333,0.100023886036175
"115",7,"191.1",3.016,"Mouse_Pa","trial_1",2.16166666666667,0.73571288179863
"116",7,"193.1",0.858,"Mouse_Pa","trial_1",1.41966666666667,0.612347486680924
"117",7.25,"KPPR1",0.987,"Mouse_Pa","trial_1",0.716733333333333,0.0311771385514124
"118",7.25,"145.1",3.466,"Mouse_Pa","trial_1",3.51266666666667,0.104821011464517
"119",7.25,"191.1",3.135,"Mouse_Pa","trial_1",2.26366666666667,0.762555426036546
"120",7.25,"193.1",0.932,"Mouse_Pa","trial_1",1.508,0.636942697579617
"121",7.5,"KPPR1",1.04,"Mouse_Pa","trial_1",0.761666666666667,0.0323851327833749
"122",7.5,"145.1",3.609,"Mouse_Pa","trial_1",3.51066666666667,0.0493096790138046
"123",7.5,"191.1",3.236,"Mouse_Pa","trial_1",2.35533333333333,0.778508046058471
"124",7.5,"193.1",1.005,"Mouse_Pa","trial_1",1.595,0.65658992783421
"125",7.75,"KPPR1",1.094,"Mouse_Pa","trial_1",0.8084,0.033888584958304
"126",7.75,"145.1",3.737,"Mouse_Pa","trial_1",3.622,0.0575586657246327
"127",7.75,"191.1",3.338,"Mouse_Pa","trial_1",2.45066666666667,0.793750660542157
"128",7.75,"193.1",1.095,"Mouse_Pa","trial_1",1.68266666666667,0.666151717787406
"129",8,"KPPR1",1.147,"Mouse_Pa","trial_1",0.856333333333333,0.0357228307237911
"130",8,"145.1",3.833,"Mouse_Pa","trial_1",3.74166666666667,0.0463764787125735
"131",8,"191.1",3.417,"Mouse_Pa","trial_1",2.53533333333333,0.801066858078095
"132",8,"193.1",1.171,"Mouse_Pa","trial_1",1.765,0.671435278588587
"133",8.25,"KPPR1",1.208,"Mouse_Pa","trial_1",0.904133333333333,0.0380941023640226
"134",8.25,"145.1",3.915,"Mouse_Pa","trial_1",3.867,0.0349475797922165
"135",8.25,"191.1",3.49,"Mouse_Pa","trial_1",2.62566666666667,0.800699763401433
"136",8.25,"193.1",1.272,"Mouse_Pa","trial_1",1.856,0.670277803103559
"137",8.5,"KPPR1",1.268,"Mouse_Pa","trial_1",0.958133333333333,0.0417539124675665
"138",8.5,"145.1",3.989,"Mouse_Pa","trial_1",3.96633333333333,0.0408629144552585
"139",8.5,"191.1",3.558,"Mouse_Pa","trial_1",2.70733333333333,0.797764863714728
"140",8.5,"193.1",1.381,"Mouse_Pa","trial_1",1.94766666666667,0.66654790608861
"141",8.75,"KPPR1",1.326,"Mouse_Pa","trial_1",1.0124,0.0452934137964156
"142",8.75,"145.1",4.061,"Mouse_Pa","trial_1",4.04866666666667,0.0486015546161964
"143",8.75,"191.1",3.623,"Mouse_Pa","trial_1",2.78766666666667,0.790270066355659
"144",8.75,"193.1",1.516,"Mouse_Pa","trial_1",2.04933333333333,0.653832122524157
"145",9,"KPPR1",1.393,"Mouse_Pa","trial_1",1.06353333333333,0.049312305685939
"146",9,"145.1",4.118,"Mouse_Pa","trial_1",4.11266666666667,0.0468413397663977
"147",9,"191.1",3.677,"Mouse_Pa","trial_1",2.88133333333333,0.759950948709484
"148",9,"193.1",1.751,"Mouse_Pa","trial_1",2.19433333333333,0.616824484310119
"149",9.25,"KPPR1",1.443,"Mouse_Pa","trial_1",1.11513333333333,0.0527132283629493
"150",9.25,"145.1",4.169,"Mouse_Pa","trial_1",4.169,0.0484974226119286
"151",9.25,"191.1",3.728,"Mouse_Pa","trial_1",2.97166666666667,0.729499904805416
"152",9.25,"193.1",1.883,"Mouse_Pa","trial_1",2.31666666666667,0.587372775822797
"153",9.5,"KPPR1",1.52,"Mouse_Pa","trial_1",1.1678,0.0570499530486848
"154",9.5,"145.1",4.213,"Mouse_Pa","trial_1",4.21933333333333,0.0529223750201913
"155",9.5,"191.1",3.776,"Mouse_Pa","trial_1",3.07966666666667,0.679900074357336
"156",9.5,"193.1",2.058,"Mouse_Pa","trial_1",2.46066666666667,0.542214389743065
"157",9.75,"KPPR1",1.582,"Mouse_Pa","trial_1",1.22,0.0609300926511374
"158",9.75,"145.1",4.245,"Mouse_Pa","trial_1",4.26366666666667,0.0556367184909791
"159",9.75,"191.1",3.81,"Mouse_Pa","trial_1",3.19966666666667,0.602848884694811
"160",9.75,"193.1",2.181,"Mouse_Pa","trial_1",2.60633333333333,0.489686067235371
"161",10,"KPPR1",1.663,"Mouse_Pa","trial_1",1.27073333333333,0.0654264739387925
"162",10,"145.1",4.276,"Mouse_Pa","trial_1",4.29633333333333,0.0532301084391573
"163",10,"191.1",3.854,"Mouse_Pa","trial_1",3.26866666666667,0.581836842345955
"164",10,"193.1",2.366,"Mouse_Pa","trial_1",2.76533333333333,0.432752944659087
"165",10.25,"KPPR1",1.728,"Mouse_Pa","trial_1",1.3204,0.0690991558076749
"166",10.25,"145.1",4.31,"Mouse_Pa","trial_1",4.338,0.0571664237118259
"167",10.25,"191.1",3.883,"Mouse_Pa","trial_1",3.353,0.5355094147943
"168",10.25,"193.1",2.535,"Mouse_Pa","trial_1",2.88933333333333,0.395009001303908
"169",10.5,"KPPR1",1.783,"Mouse_Pa","trial_1",1.36826666666667,0.0734533520040775
"170",10.5,"145.1",4.331,"Mouse_Pa","trial_1",4.359,0.0639061812346818
"171",10.5,"191.1",3.906,"Mouse_Pa","trial_1",3.43166666666667,0.491937100767071
"172",10.5,"193.1",2.685,"Mouse_Pa","trial_1",2.99433333333333,0.364145727849595
"173",10.75,"KPPR1",1.843,"Mouse_Pa","trial_1",1.4136,0.0774789556681592
"174",10.75,"145.1",4.356,"Mouse_Pa","trial_1",4.38933333333333,0.0578772647745018
"175",10.75,"191.1",3.948,"Mouse_Pa","trial_1",3.51066666666667,0.451910881086575
"176",10.75,"193.1",2.851,"Mouse_Pa","trial_1",3.10833333333333,0.326101381645511
"177",11,"KPPR1",1.89,"Mouse_Pa","trial_1",1.45633333333333,0.0808027973741755
"178",11,"145.1",4.363,"Mouse_Pa","trial_1",4.408,0.0660176744011278
"179",11,"191.1",3.975,"Mouse_Pa","trial_1",3.586,0.412723070997168
"180",11,"193.1",2.99,"Mouse_Pa","trial_1",3.228,0.288916943082264
"181",11.25,"KPPR1",1.973,"Mouse_Pa","trial_1",1.4984,0.0856460490290458
"182",11.25,"145.1",4.363,"Mouse_Pa","trial_1",4.42133333333333,0.0690997668431507
"183",11.25,"191.1",3.996,"Mouse_Pa","trial_1",3.65066666666667,0.374707589698658
"184",11.25,"193.1",3.134,"Mouse_Pa","trial_1",3.32366666666667,0.256343736243176
"185",11.5,"KPPR1",2.024,"Mouse_Pa","trial_1",1.5362,0.0883205309680382
"186",11.5,"145.1",4.359,"Mouse_Pa","trial_1",4.424,0.0705714767688289
"187",11.5,"191.1",4.025,"Mouse_Pa","trial_1",3.71533333333333,0.341651056553971
"188",11.5,"193.1",3.243,"Mouse_Pa","trial_1",3.41033333333333,0.229957483993117
"189",11.75,"KPPR1",2.091,"Mouse_Pa","trial_1",1.57693333333333,0.0917036358352101
"190",11.75,"145.1",4.367,"Mouse_Pa","trial_1",4.43166666666667,0.0656692046886852
"191",11.75,"191.1",4.044,"Mouse_Pa","trial_1",3.77533333333333,0.306412213275588
"192",11.75,"193.1",3.36,"Mouse_Pa","trial_1",3.502,0.196847656831368
"193",12,"KPPR1",2.132,"Mouse_Pa","trial_1",1.61293333333333,0.0941514720147257
"194",12,"145.1",4.362,"Mouse_Pa","trial_1",4.41933333333333,0.0558400493473197
"195",12,"191.1",4.071,"Mouse_Pa","trial_1",3.83,0.278298999878428
"196",12,"193.1",3.454,"Mouse_Pa","trial_1",3.583,0.170570610989506
"197",12.25,"KPPR1",2.178,"Mouse_Pa","trial_1",1.6476,0.0967085360885013
"198",12.25,"145.1",4.37,"Mouse_Pa","trial_1",4.43033333333333,0.0643747707655034
"199",12.25,"191.1",4.087,"Mouse_Pa","trial_1",3.88066666666667,0.248463500561171
"200",12.25,"193.1",3.555,"Mouse_Pa","trial_1",3.662,0.148264403459945
"201",12.5,"KPPR1",2.233,"Mouse_Pa","trial_1",1.67986666666667,0.0995250084229451
"202",12.5,"145.1",4.365,"Mouse_Pa","trial_1",4.42866666666667,0.0651724208883209
"203",12.5,"191.1",4.108,"Mouse_Pa","trial_1",3.927,0.226958880269826
"204",12.5,"193.1",3.637,"Mouse_Pa","trial_1",3.728,0.122769431591636
"205",12.75,"KPPR1",2.26,"Mouse_Pa","trial_1",1.7112,0.100496017452482
"206",12.75,"145.1",4.364,"Mouse_Pa","trial_1",4.424,0.0595007002759912
"207",12.75,"191.1",4.13,"Mouse_Pa","trial_1",3.97233333333333,0.202728334915911
"208",12.75,"193.1",3.724,"Mouse_Pa","trial_1",3.79533333333333,0.103886690410487
"209",13,"KPPR1",2.303,"Mouse_Pa","trial_1",1.74026666666667,0.102390357928984
"210",13,"145.1",4.382,"Mouse_Pa","trial_1",4.43166666666667,0.0620546354253877
"211",13,"191.1",4.141,"Mouse_Pa","trial_1",4.013,0.180325631382045
"212",13,"193.1",3.796,"Mouse_Pa","trial_1",3.85033333333333,0.0849986928004061
"213",13.25,"KPPR1",2.33,"Mouse_Pa","trial_1",1.7674,0.103296650939119
"214",13.25,"145.1",4.393,"Mouse_Pa","trial_1",4.43166666666667,0.0559831323803081
"215",13.25,"191.1",4.163,"Mouse_Pa","trial_1",4.05466666666667,0.159856532900946
"216",13.25,"193.1",3.861,"Mouse_Pa","trial_1",3.904,0.0706139740655723
"217",13.5,"KPPR1",2.365,"Mouse_Pa","trial_1",1.79346666666667,0.104581791489299
"218",13.5,"145.1",4.416,"Mouse_Pa","trial_1",4.444,0.0599694366601299
"219",13.5,"191.1",4.184,"Mouse_Pa","trial_1",4.088,0.143917800613174
"220",13.5,"193.1",3.929,"Mouse_Pa","trial_1",3.95466666666667,0.0554867351515457
"221",13.75,"KPPR1",2.39,"Mouse_Pa","trial_1",1.81853333333333,0.105497229332459
"222",13.75,"145.1",4.401,"Mouse_Pa","trial_1",4.44233333333333,0.0586126645397088
"223",13.75,"191.1",4.192,"Mouse_Pa","trial_1",4.12366666666667,0.127355582698382
"224",13.75,"193.1",3.981,"Mouse_Pa","trial_1",3.999,0.0425323406362735
"225",14,"KPPR1",2.417,"Mouse_Pa","trial_1",1.84353333333333,0.106105556906079
"226",14,"145.1",4.421,"Mouse_Pa","trial_1",4.445,0.0466047207909243
"227",14,"191.1",4.213,"Mouse_Pa","trial_1",4.15133333333333,0.112003472168401
"228",14,"193.1",4.033,"Mouse_Pa","trial_1",4.04066666666667,0.0305523230613394
"229",14.25,"KPPR1",2.442,"Mouse_Pa","trial_1",1.86613333333333,0.106759581555794
"230",14.25,"145.1",4.442,"Mouse_Pa","trial_1",4.45533333333333,0.0546788604286681
"231",14.25,"191.1",4.218,"Mouse_Pa","trial_1",4.18,0.097139075556647
"232",14.25,"193.1",4.084,"Mouse_Pa","trial_1",4.082,0.0219620885467054
"233",14.5,"KPPR1",2.459,"Mouse_Pa","trial_1",1.88613333333333,0.107358760667509
"234",14.5,"145.1",4.458,"Mouse_Pa","trial_1",4.45933333333333,0.0381109491412171
"235",14.5,"191.1",4.231,"Mouse_Pa","trial_1",4.20666666666667,0.0871671446768284
"236",14.5,"193.1",4.123,"Mouse_Pa","trial_1",4.11533333333333,0.0124409717376809
"237",14.75,"KPPR1",2.476,"Mouse_Pa","trial_1",1.90346666666667,0.108208831021831
"238",14.75,"145.1",4.453,"Mouse_Pa","trial_1",4.46833333333333,0.049670022258009
"239",14.75,"191.1",4.237,"Mouse_Pa","trial_1",4.227,0.0769502003462846
"240",14.75,"193.1",4.162,"Mouse_Pa","trial_1",4.152,0.0100000000000001
"241",15,"KPPR1",2.509,"Mouse_Pa","trial_1",1.92106666666667,0.109907080523533
"242",15,"145.1",4.431,"Mouse_Pa","trial_1",4.46733333333333,0.0488273602717893
"243",15,"191.1",4.254,"Mouse_Pa","trial_1",4.25233333333333,0.0689983896752512
"244",15,"193.1",4.204,"Mouse_Pa","trial_1",4.19266666666667,0.0108371788046725
"245",15.25,"KPPR1",2.522,"Mouse_Pa","trial_1",1.93573333333333,0.110541070439761
"246",15.25,"145.1",4.42,"Mouse_Pa","trial_1",4.454,0.0411987054812809
"247",15.25,"191.1",4.259,"Mouse_Pa","trial_1",4.27233333333333,0.0604133907157824
"248",15.25,"193.1",4.238,"Mouse_Pa","trial_1",4.23466666666667,0.00938675189355254
"249",15.5,"KPPR1",2.536,"Mouse_Pa","trial_1",1.949,0.111181062107845
"250",15.5,"145.1",4.4,"Mouse_Pa","trial_1",4.434,0.0391066916694998
"251",15.5,"191.1",4.303,"Mouse_Pa","trial_1",4.30166666666667,0.0542750198321269
"252",15.5,"193.1",4.269,"Mouse_Pa","trial_1",4.25866666666667,0.0161486153517191
"253",15.75,"KPPR1",2.557,"Mouse_Pa","trial_1",1.96173333333333,0.112282613956148
"254",15.75,"145.1",4.375,"Mouse_Pa","trial_1",4.41166666666667,0.0337111916793881
"255",15.75,"191.1",4.342,"Mouse_Pa","trial_1",4.33166666666667,0.0456155431599557
"256",15.75,"193.1",4.301,"Mouse_Pa","trial_1",4.289,0.0188767935130238
"257",16,"KPPR1",2.573,"Mouse_Pa","trial_1",1.9744,0.112773890933099
"258",16,"145.1",4.366,"Mouse_Pa","trial_1",4.39966666666667,0.0216204635575756
"259",16,"191.1",4.366,"Mouse_Pa","trial_1",4.352,0.0404474968323133
"260",16,"193.1",4.322,"Mouse_Pa","trial_1",4.316,0.0170098010962307
"261",16.25,"KPPR1",2.587,"Mouse_Pa","trial_1",1.98553333333333,0.113421458735053
"262",16.25,"145.1",4.373,"Mouse_Pa","trial_1",4.40666666666667,0.0199360087390742
"263",16.25,"191.1",4.38,"Mouse_Pa","trial_1",4.36933333333333,0.033908373269412
"264",16.25,"193.1",4.35,"Mouse_Pa","trial_1",4.34466666666667,0.0175245859041264
"265",16.5,"KPPR1",2.593,"Mouse_Pa","trial_1",1.99486666666667,0.114204781263711
"266",16.5,"145.1",4.331,"Mouse_Pa","trial_1",4.371,0.0272274371422161
"267",16.5,"191.1",4.381,"Mouse_Pa","trial_1",4.38466666666667,0.0269093127208985
"268",16.5,"193.1",4.379,"Mouse_Pa","trial_1",4.365,0.0135030860670193
"269",16.75,"KPPR1",2.612,"Mouse_Pa","trial_1",2.00606666666667,0.115054788880969
"270",16.75,"145.1",4.364,"Mouse_Pa","trial_1",4.37366666666667,0.0284155669386419
"271",16.75,"191.1",4.387,"Mouse_Pa","trial_1",4.395,0.0228691932520584
"272",16.75,"193.1",4.401,"Mouse_Pa","trial_1",4.38533333333333,0.0110503896361672
"273",17,"KPPR1",2.609,"Mouse_Pa","trial_1",2.01186666666667,0.115527604067544
"274",17,"145.1",4.343,"Mouse_Pa","trial_1",4.363,0.0438786204584115
"275",17,"191.1",4.401,"Mouse_Pa","trial_1",4.412,0.0195533458347501
"276",17,"193.1",4.421,"Mouse_Pa","trial_1",4.40066666666667,0.010268614533833
"277",17.25,"KPPR1",2.627,"Mouse_Pa","trial_1",2.01933333333333,0.116695520241543
"278",17.25,"145.1",4.397,"Mouse_Pa","trial_1",4.382,0.0613704597777574
"279",17.25,"191.1",4.407,"Mouse_Pa","trial_1",4.42166666666667,0.0167066187815223
"280",17.25,"193.1",4.436,"Mouse_Pa","trial_1",4.41666666666667,0.00993870101058383
"281",17.5,"KPPR1",2.645,"Mouse_Pa","trial_1",2.02513333333333,0.117371160028131
"282",17.5,"145.1",4.42,"Mouse_Pa","trial_1",4.38266666666667,0.0734264560253623
"283",17.5,"191.1",4.411,"Mouse_Pa","trial_1",4.43366666666667,0.0157726908857615
"284",17.5,"193.1",4.443,"Mouse_Pa","trial_1",4.42866666666667,0.00868587614719673
"285",17.75,"KPPR1",2.654,"Mouse_Pa","trial_1",2.03233333333333,0.117860719522448
"286",17.75,"145.1",4.432,"Mouse_Pa","trial_1",4.38466666666667,0.0792492551664962
"287",17.75,"191.1",4.421,"Mouse_Pa","trial_1",4.44766666666667,0.0145296631451355
"288",17.75,"193.1",4.446,"Mouse_Pa","trial_1",4.43833333333333,0.00973538791100696
"289",18,"KPPR1",2.657,"Mouse_Pa","trial_1",2.03786666666667,0.118866626605767
"290",18,"145.1",4.443,"Mouse_Pa","trial_1",4.39066666666667,0.088536872419223
"291",18,"191.1",4.428,"Mouse_Pa","trial_1",4.457,0.0149777612924406
"292",18,"193.1",4.444,"Mouse_Pa","trial_1",4.443,0.0118462370959447
"293",18.25,"KPPR1",2.667,"Mouse_Pa","trial_1",2.04153333333333,0.119614494529665
"294",18.25,"145.1",4.416,"Mouse_Pa","trial_1",4.38266666666667,0.0864914896263081
"295",18.25,"191.1",4.437,"Mouse_Pa","trial_1",4.46733333333333,0.0152351931760353
"296",18.25,"193.1",4.452,"Mouse_Pa","trial_1",4.45566666666667,0.0154092324417683
"297",18.5,"KPPR1",2.681,"Mouse_Pa","trial_1",2.04793333333333,0.120416082878796
"298",18.5,"145.1",4.43,"Mouse_Pa","trial_1",4.385,0.0841803619220856
"299",18.5,"191.1",4.445,"Mouse_Pa","trial_1",4.47766666666667,0.0175245859041264
"300",18.5,"193.1",4.455,"Mouse_Pa","trial_1",4.46466666666667,0.0188178402350301
"301",18.75,"KPPR1",2.676,"Mouse_Pa","trial_1",2.0482,0.120135962658188
